FIPS,Countyname,FiveYearAgeGroups,NetMig9500,NetMig0010,NetMig1020,Rate9500,Rate0010,Rate1020
115,Sedgwick,30,-2,-5,48,-0.012903226,-0.0466,0.452830189
115,Sedgwick,35,-13,-14,42,-0.083870968,-0.1276,0.320610687
115,Sedgwick,40,35,-32,39,0.171568627,-0.2587,0.3
115,Sedgwick,45,12,3,24,0.0591133,0.0183,0.193548387
115,Sedgwick,50,-19,3,16,-0.109195402,0.0164,0.124031008
115,Sedgwick,55,0,9,16,0,0.0426,0.104575163
115,Sedgwick,60,15,31,18,0.092592593,0.1702,0.093264249
115,Sedgwick,65,-14,-1,-19,-0.084337349,-0.0045,-0.106145251
115,Sedgwick,70,-10,-8,-21,-0.072992701,-0.0577,-0.141891892
115,Sedgwick,75,-4,-14,-11,-0.03125,-0.1267,-0.112244898
115,Sedgwick,80,13,-3,-21,0.151162791,-0.035,-0.24137931
115,Sedgwick,85,-9,-1,4,-0.138461538,-0.0086,0.038461538
117,Summit,0,0,-183,120,0,-0.1179,0.070629782
117,Summit,5,-53,-314,309,-0.042949757,-0.2232,0.183165382
117,Summit,10,-152,-122,397,-0.131830009,-0.0999,0.21482684
117,Summit,15,-31,14,363,-0.02284451,0.0113,0.205899036
117,Summit,20,1553,1137,1271,0.457841981,0.5001,0.522400329
117,Summit,25,279,1760,1326,0.074499332,0.5682,0.53968254
117,Summit,30,-493,-791,151,-0.173652695,-0.3003,0.071462376
117,Summit,35,-151,-1343,-196,-0.062242374,-0.5451,-0.072916667
117,Summit,40,-163,-556,284,-0.07022835,-0.2491,0.101031661
117,Summit,45,-62,-246,388,-0.032024793,-0.1163,0.13981982
117,Summit,50,-34,-69,182,-0.02232436,-0.0315,0.075456053
117,Summit,55,112,116,155,0.116303219,0.0583,0.070550751
117,Summit,60,31,167,6,0.050161812,0.1023,0.002799813
117,Summit,65,18,203,-56,0.041763341,0.1785,-0.0304679
117,Summit,70,-26,17,-106,-0.108333333,0.0278,-0.077034884
117,Summit,75,-61,-111,-119,-0.61,-0.3806,-0.138211382
117,Summit,80,-11,-78,-80,-0.25,-0.5556,-0.190930788
117,Summit,85,0,-49,-14,0,-0.8888,-0.063348416
119,Teller,0,0,73,60,0,0.0671,0.051679587
119,Teller,5,240,124,388,0.167247387,0.1007,0.329092451
119,Teller,10,170,267,468,0.097142857,0.183,0.354814253
119,Teller,15,21,63,352,0.013487476,0.0423,0.251788269
119,Teller,20,-437,-865,173,-0.633333333,-0.9892,0.123044097
119,Teller,25,306,-653,83,0.359576968,-0.7355,0.063650307
119,Teller,30,299,294,663,0.247311828,0.3056,0.588809947
119,Teller,35,491,403,675,0.238581147,0.3288,0.57544757
119,Teller,40,283,400,587,0.117135762,0.2512,0.476461039
119,Teller,45,198,218,563,0.087186262,0.0971,0.390700902
119,Teller,50,336,161,413,0.17591623,0.0639,0.235461802
119,Teller,55,73,336,326,0.057982526,0.1336,0.140820734
119,Teller,60,115,405,123,0.130237826,0.1833,0.050224581
119,Teller,65,51,242,-120,0.074020319,0.1691,-0.052562418
119,Teller,70,26,-24,-235,0.060046189,-0.0315,-0.131138393
119,Teller,75,-62,-119,-163,-0.248,-0.2417,-0.159491194
119,Teller,80,-12,-53,-73,-0.094488189,-0.2142,-0.147474747
119,Teller,85,-31,2,-21,-0.607843137,0.0152,-0.055263158
121,Washington,0,0,48,9,0,0.1731,0.034883721
121,Washington,5,13,56,19,0.039274924,0.1982,0.077868852
121,Washington,10,-17,27,2,-0.042079208,0.0819,0.006535948
121,Washington,15,-70,1,-12,-0.186170213,0.0021,-0.045454545
121,Washington,20,-203,-180,-98,-0.995098039,-0.8307,-0.368421053
121,Washington,25,21,-127,-104,0.090517241,-0.5151,-0.363636364
121,Washington,30,-48,49,-11,-0.180451128,0.2041,-0.04526749
121,Washington,35,-32,9,34,-0.094117647,0.0398,0.120567376
121,Washington,40,-50,41,-5,-0.127226463,0.1331,-0.018656716
121,Washington,45,-40,28,18,-0.108401084,0.0781,0.074688797
121,Washington,50,20,32,2,0.065789474,0.0763,0.006369427
121,Washington,55,17,6,31,0.059649123,0.0167,0.087570621
121,Washington,60,8,9,-19,0.034042553,0.0305,-0.04859335
121,Washington,65,-14,10,-13,-0.063636364,0.0381,-0.041269841
121,Washington,70,4,6,-45,0.015444015,0.0311,-0.18442623
121,Washington,75,-108,-30,-25,-0.542713568,-0.2034,-0.11627907
121,Washington,80,-33,-29,-23,-0.270491803,-0.1677,-0.154362416
121,Washington,85,-199,-15,2,-2.970149254,-0.106,0.011299435
123,Weld,0,0,171,747,0,0.0086,0.030317789
123,Weld,5,1526,2691,3307,0.1048509,0.1304,0.13968911
123,Weld,10,1392,4837,3757,0.096989967,0.2549,0.155177399
123,Weld,15,2282,5114,5430,0.139982824,0.2603,0.199801303
123,Weld,20,2791,4974,6301,0.171184985,0.2583,0.235824694
123,Weld,25,-371,1100,1995,-0.02814871,0.0639,0.083742602
123,Weld,30,1475,1583,3065,0.114243668,0.0893,0.129521636
123,Weld,35,1721,4714,5016,0.12158248,0.2661,0.213029814
123,Weld,40,1133,4456,3808,0.080600413,0.2601,0.167583506
123,Weld,45,1088,3322,2814,0.084827694,0.1938,0.134448161
123,Weld,50,731,3296,1207,0.07078532,0.1949,0.064154353
123,Weld,55,104,2729,1332,0.013686011,0.1824,0.074747475
123,Weld,60,186,2469,501,0.031360647,0.2038,0.029567989
123,Weld,65,212,1472,262,0.04452846,0.177,0.01799327
123,Weld,70,133,939,-154,0.032694199,0.1578,-0.013533702
123,Weld,75,164,571,-70,0.049382716,0.1351,-0.009482525
123,Weld,80,26,459,56,0.01172756,0.1482,0.011909826
123,Weld,85,63,562,21,0.04876161,0.1947,0.004824259
125,Yuma,0,0,16,34,0,0.0208,0.047026279
125,Yuma,5,112,32,79,0.149333333,0.044,0.100893997
125,Yuma,10,86,38,112,0.103117506,0.0557,0.13810111
125,Yuma,15,-77,-41,-64,-0.097345133,-0.0577,-0.096096096
125,Yuma,20,-317,-338,-137,-0.704444444,-0.6813,-0.277327935
125,Yuma,25,134,-149,-138,0.23885918,-0.233,-0.26487524
125,Yuma,30,84,141,124,0.14893617,0.2429,0.266094421
125,Yuma,35,57,50,137,0.082251082,0.0831,0.205705706
125,Yuma,40,7,48,78,0.009628611,0.0774,0.126009693
125,Yuma,45,-53,-24,80,-0.076700434,-0.0363,0.126984127
125,Yuma,50,-10,7,41,-0.017123288,0.0101,0.065079365
125,Yuma,55,-9,-17,64,-0.017751479,-0.0266,0.09653092
125,Yuma,60,4,31,-12,0.009779951,0.0537,-0.017751479
125,Yuma,65,2,7,-35,0.004728132,0.0158,-0.060869565
125,Yuma,70,0,23,-49,0,0.0635,-0.101659751
125,Yuma,75,-27,-17,-40,-0.089700997,-0.0538,-0.108695652
125,Yuma,80,8,0,-29,0.033195021,-0.0002,-0.11372549
125,Yuma,85,16,16,-11,0.104575163,0.0632,-0.062484838
0,Colorado,0,0,-2490,9918,0,-0.0073,0.0164066
0,Colorado,5,15952,10812,35626,0.051485634,0.031,0.074672022
0,Colorado,10,11828,36274,41251,0.037619753,0.1086,0.106467937
0,Colorado,15,9891,29671,49140,0.031767623,0.0874,0.116776665
0,Colorado,20,36360,37062,76474,0.118499314,0.1059,0.185066283
0,Colorado,25,37424,66419,51045,0.112559138,0.1779,0.132374483
0,Colorado,30,24818,50728,50788,0.074181515,0.1424,0.121470749
0,Colorado,35,19454,20462,56573,0.053050467,0.0581,0.123045788
0,Colorado,40,13606,18966,42157,0.036299047,0.0544,0.078142766
0,Colorado,45,6491,8246,29037,0.019052008,0.0223,0.079502044
0,Colorado,50,4600,8549,21696,0.016099224,0.023,0.038582095
0,Colorado,55,1763,4881,16822,0.008910471,0.0148,0.056138854
0,Colorado,60,-920,6161,8828,-0.006301543,0.0225,0.002647872
0,Colorado,65,-855,4482,3625,-0.007041905,0.0243,-0.021467115
0,Colorado,70,-490,2800,1425,-0.004636602,0.0217,-0.061976722
0,Colorado,75,134,462,1893,0.001548829,0.0048,-0.050976778
0,Colorado,80,1361,1922,2431,0.024298982,0.0262,-0.026576459
0,Colorado,85,2277,9438,39823,0.071702985,0.1342,0.003119628
