FIPS,Countyname,FiveYearAgeGroups,NetMig9500,NetMig0010,NetMig1020,Rate9500,Rate0010,Rate1020
1,Adams,0,0,-837,243,0,-0.0223,0.006222473
1,Adams,5,3229,441,2077,0.114046551,0.0119,0.052967128
1,Adams,10,2014,4186,2717,0.075413765,0.1253,0.064558285
1,Adams,15,1522,1636,1939,0.05922179,0.0542,0.047178763
1,Adams,20,5339,3226,2123,0.205180431,0.1086,0.055213128
1,Adams,25,8663,10418,3384,0.298847799,0.2916,0.091085271
1,Adams,30,5704,9718,5610,0.188942992,0.2699,0.149867764
1,Adams,35,3429,4551,4406,0.115248882,0.1329,0.104583541
1,Adams,40,2330,2250,2130,0.080995585,0.0718,0.052349587
1,Adams,45,973,499,1749,0.040772712,0.0165,0.046878769
1,Adams,50,1132,1077,358,0.054863568,0.0381,0.01085638
1,Adams,55,640,1173,949,0.044577558,0.05,0.03076973
1,Adams,60,-143,635,-456,-0.012748507,0.0334,-0.016510971
1,Adams,65,-221,-42,-743,-0.024536472,-0.0034,-0.0339161
1,Adams,70,59,-232,-1211,0.00794185,-0.0258,-0.072833343
1,Adams,75,-59,-92,-569,-0.010819732,-0.0134,-0.055157038
1,Adams,80,226,50,-120,0.073186528,0.0104,-0.018126888
1,Adams,85,537,596,-17,0.323688969,0.1514,-0.002522255
3,Alamosa,0,0,-56,8,0,-0.0461,0.007407407
3,Alamosa,5,-43,-157,89,-0.037229437,-0.1483,0.074228524
3,Alamosa,10,-121,-70,56,-0.100665557,-0.0726,0.043444531
3,Alamosa,15,205,167,425,0.13015873,0.1268,0.280158207
3,Alamosa,20,161,417,633,0.105504587,0.2588,0.401395054
3,Alamosa,25,-309,-450,-302,-0.325605901,-0.4076,-0.314255983
3,Alamosa,30,-179,-614,-256,-0.201803833,-0.685,-0.262564103
3,Alamosa,35,8,-98,0,0.007759457,-0.1168,0
3,Alamosa,40,0,-76,43,0,-0.0957,0.047200878
3,Alamosa,45,-102,13,17,-0.094707521,0.0129,0.019653179
3,Alamosa,50,-76,19,56,-0.082698585,0.0169,0.07079646
3,Alamosa,55,75,-3,19,0.120772947,-0.0029,0.019250253
3,Alamosa,60,42,3,5,0.081553398,0.0032,0.004686036
3,Alamosa,65,5,8,-52,0.011574074,0.0132,-0.055378062
3,Alamosa,70,15,0,-63,0.043859649,-0.0005,-0.087743733
3,Alamosa,75,17,-25,-58,0.065891473,-0.0813,-0.130925508
3,Alamosa,80,0,15,-32,0,0.0634,-0.10738255
3,Alamosa,85,-4,-6,-22,-0.029850746,-0.0277,-0.077464789
5,Arapahoe,0,0,184,498,0,0.0045,0.011500092
5,Arapahoe,5,2399,2400,1764,0.065753049,0.058,0.040756914
5,Arapahoe,10,2677,6591,3722,0.070012554,0.1638,0.080723519
5,Arapahoe,15,-220,2625,1717,-0.0064168,0.0672,0.03803132
5,Arapahoe,20,591,-3246,-920,0.019548822,-0.0931,-0.022771714
5,Arapahoe,25,8595,8904,2059,0.227905497,0.2075,0.044233909
5,Arapahoe,30,5108,11926,12486,0.13533994,0.2859,0.241972055
5,Arapahoe,35,1979,4263,8030,0.046913522,0.1023,0.144149643
5,Arapahoe,40,2237,3118,3574,0.050677359,0.0769,0.073783522
5,Arapahoe,45,1275,1124,3677,0.031232394,0.0264,0.079185959
5,Arapahoe,50,-938,-363,2068,-0.02718289,-0.0085,0.046762997
5,Arapahoe,55,-1575,-2053,2796,-0.069894382,-0.0551,0.063879369
5,Arapahoe,60,-544,-2398,72,-0.03453749,-0.0787,0.001768477
5,Arapahoe,65,-563,-1520,-842,-0.046109746,-0.0784,-0.024965902
5,Arapahoe,70,-156,-619,-1794,-0.014740622,-0.0469,-0.067077958
5,Arapahoe,75,283,149,-776,0.031146819,0.0149,-0.046902387
5,Arapahoe,80,303,503,-126,0.054165177,0.0653,-0.012362637
5,Arapahoe,85,924,2275,188,0.286422815,0.2907,0.017241379
7,Archuleta,0,0,2,-8,0,0.004,-0.014010508
7,Archuleta,5,163,37,116,0.244011976,0.0584,0.170337739
7,Archuleta,10,119,192,234,0.146732429,0.2667,0.309933775
7,Archuleta,15,-44,22,239,-0.058666667,0.0326,0.351988218
7,Archuleta,20,-102,-350,38,-0.247572816,-0.7651,0.062602965
7,Archuleta,25,65,-182,-22,0.140692641,-0.3257,-0.03672788
7,Archuleta,30,105,177,204,0.217842324,0.3102,0.364285714
7,Archuleta,35,125,126,281,0.164473684,0.2194,0.375668449
7,Archuleta,40,154,174,298,0.170921199,0.2694,0.392621871
7,Archuleta,45,151,202,274,0.156801661,0.2134,0.36977058
7,Archuleta,50,227,240,291,0.256207675,0.2162,0.359259259
7,Archuleta,55,233,273,296,0.326788219,0.2269,0.273062731
7,Archuleta,60,106,429,228,0.20662768,0.336,0.187654321
7,Archuleta,65,126,159,276,0.270386266,0.1926,0.21835443
7,Archuleta,70,-19,56,87,-0.054131054,0.1062,0.072621035
7,Archuleta,75,-23,-36,55,-0.112745098,-0.0969,0.079479769
7,Archuleta,80,-24,-35,26,-0.244897959,-0.1478,0.065822785
7,Archuleta,85,-19,79,25,-0.37254902,0.4244,0.071022727
9,Baca,0,0,13,13,0,0.0598,0.062801932
9,Baca,5,-4,23,40,-0.014981273,0.1117,0.178571429
9,Baca,10,-11,-25,35,-0.033333333,-0.1022,0.156950673
9,Baca,15,-58,-20,-2,-0.171597633,-0.08,-0.011299435
9,Baca,20,-98,-193,-41,-0.616352201,-1.4777,-0.241176471
9,Baca,25,37,-137,-45,0.191709845,-0.6918,-0.254237288
9,Baca,30,8,2,54,0.038461538,0.0136,0.45
9,Baca,35,14,-19,49,0.050909091,-0.1102,0.24137931
9,Baca,40,-40,-6,51,-0.116959064,-0.0294,0.3
9,Baca,45,13,-15,31,0.03880597,-0.0574,0.172222222
9,Baca,50,27,-37,25,0.096085409,-0.1264,0.124378109
9,Baca,55,31,-22,25,0.117424242,-0.075,0.099206349
9,Baca,60,-4,2,3,-0.017621145,0.0095,0.010989011
9,Baca,65,13,4,-19,0.054621849,0.0184,-0.073643411
9,Baca,70,-5,-7,-3,-0.020746888,-0.0356,-0.014354067
9,Baca,75,-13,-17,-24,-0.057017544,-0.0979,-0.138728324
9,Baca,80,7,-21,-17,0.04375,-0.1461,-0.136
9,Baca,85,63,-11,-9,0.692307692,-0.0572,-0.052023121
11,Bent,0,0,-24,20,0,-0.0836,0.063897764
11,Bent,5,-73,-28,69,-0.20505618,-0.0972,0.281632653
11,Bent,10,49,-22,31,0.114219114,-0.0685,0.10915493
11,Bent,15,57,-66,2,0.131639723,-0.2292,0.007518797
11,Bent,20,94,37,155,0.234413965,0.0816,0.371702638
11,Bent,25,158,164,228,0.404092072,0.2801,0.488222698
11,Bent,30,137,96,170,0.339950372,0.1897,0.327552987
11,Bent,35,155,125,11,0.323590814,0.2384,0.019572954
11,Bent,40,44,110,-69,0.094623656,0.2156,-0.165467626
11,Bent,45,42,72,-102,0.101449275,0.1319,-0.262210797
11,Bent,50,71,39,-160,0.18537859,0.08,-0.481927711
11,Bent,55,40,44,-86,0.145454545,0.1038,-0.21182266
11,Bent,60,-24,56,-28,-0.103896104,0.1437,-0.068126521
11,Bent,65,46,28,-37,0.167272727,0.1065,-0.108504399
11,Bent,70,39,15,-60,0.178899083,0.0749,-0.211267606
11,Bent,75,7,-26,-34,0.033333333,-0.1417,-0.180851064
11,Bent,80,13,-17,-28,0.094890511,-0.1468,-0.215384615
11,Bent,85,51,-46,-7,0.62962963,-0.3747,-0.046979866
13,Boulder,0,0,-117,328,0,-0.0072,0.021049929
13,Boulder,5,869,-193,2169,0.050896099,-0.0106,0.127475757
13,Boulder,10,-243,1209,3491,-0.013596688,0.0683,0.175207026
13,Boulder,15,3361,4595,8109,0.15128736,0.2085,0.302303907
13,Boulder,20,7448,12154,15835,0.291735213,0.4033,0.460065661
13,Boulder,25,-2375,-698,-1763,-0.103856918,-0.0343,-0.083792776
13,Boulder,30,-599,-7606,-10882,-0.026661325,-0.3951,-0.567983715
13,Boulder,35,22,-3005,545,0.000985001,-0.15,0.025841631
13,Boulder,40,225,-733,2266,0.00920735,-0.035,0.104660293
13,Boulder,45,-539,-1090,2772,-0.023123123,-0.0497,0.123342529
13,Boulder,50,-461,-1789,1496,-0.023498828,-0.0794,0.065758242
13,Boulder,55,-541,-2284,1763,-0.043579829,-0.1139,0.077044094
13,Boulder,60,-751,-2009,341,-0.089607445,-0.1263,0.015249765
13,Boulder,65,-222,-999,-513,-0.036233067,-0.0984,-0.027167293
13,Boulder,70,-114,-350,-1134,-0.022718214,-0.0514,-0.079842287
13,Boulder,75,115,-137,-490,0.027724204,-0.0276,-0.05697012
13,Boulder,80,143,284,-43,0.047858099,0.0749,-0.008251775
13,Boulder,85,403,1405,99,0.224013341,0.3445,0.018435754
14,Broomfield,0,0,410,7,0,0.105,0.00167304
14,Broomfield,5,800,2025,466,0.251889169,0.4633,0.111084625
14,Broomfield,10,886,1068,976,0.270629584,0.2646,0.191222571
14,Broomfield,15,2442,329,688,0.853372947,0.0924,0.12589204
14,Broomfield,20,2700,-194,753,1.400414938,-0.063,0.142802958
14,Broomfield,25,3144,885,993,1.220970874,0.2429,0.18453819
14,Broomfield,30,2553,2111,1508,0.762623245,0.5148,0.291232136
14,Broomfield,35,1726,1826,1263,0.456844056,0.4103,0.232254505
14,Broomfield,40,1278,1273,983,0.328913491,0.2814,0.179085444
14,Broomfield,45,217,616,870,0.069595895,0.1379,0.160457396
14,Broomfield,50,336,365,322,0.131208447,0.0874,0.062927497
14,Broomfield,55,50,403,352,0.032956059,0.1191,0.073624765
14,Broomfield,60,-447,364,101,-0.432301741,0.1338,0.023990499
14,Broomfield,65,-222,495,-65,-0.263376932,0.27,-0.02
14,Broomfield,70,-28,434,-115,-0.037722908,0.3368,-0.042958536
14,Broomfield,75,28,362,-46,0.055555556,0.3582,-0.026151222
14,Broomfield,80,185,300,41,0.629692833,0.393,0.037137681
14,Broomfield,85,470,393,30,3.884297521,0.5985,0.024752475
15,Chaffee,0,0,58,105,0,0.0768,0.117977528
15,Chaffee,5,96,98,320,0.114695341,0.1186,0.32586558
15,Chaffee,10,79,92,333,0.080530071,0.1132,0.319577735
15,Chaffee,15,-125,71,305,-0.124131082,0.0782,0.308392315
15,Chaffee,20,-169,-162,582,-0.1834962,-0.1989,0.46300716
15,Chaffee,25,196,68,415,0.194444444,0.0641,0.322706065
15,Chaffee,30,144,111,331,0.151578947,0.1091,0.320736434
15,Chaffee,35,221,10,469,0.176517572,0.0094,0.336441894
15,Chaffee,40,150,183,227,0.111441308,0.163,0.182182986
15,Chaffee,45,100,127,232,0.072992701,0.095,0.200692042
15,Chaffee,50,187,186,135,0.147476341,0.1249,0.10904685
15,Chaffee,55,116,308,170,0.113391984,0.1906,0.12195122
15,Chaffee,60,94,331,110,0.10994152,0.216,0.073578595
15,Chaffee,65,94,270,79,0.111506524,0.2238,0.050254453
15,Chaffee,70,-16,75,-13,-0.020860495,0.0911,-0.00933908
15,Chaffee,75,-69,-51,-5,-0.124324324,-0.0782,-0.004965243
15,Chaffee,80,-87,-118,10,-0.258928571,-0.2526,0.016474465
15,Chaffee,85,-7,-27,-1,-0.037837838,-0.0684,-0.001594896
17,Cheyenne,0,0,14,10,0,0.1114,0.091743119
17,Cheyenne,5,-59,15,27,-0.395973154,0.1214,0.181208054
17,Cheyenne,10,-20,-28,30,-0.091743119,-0.2537,0.214285714
17,Cheyenne,15,-41,-18,2,-0.21025641,-0.1359,0.018348624
17,Cheyenne,20,-40,-141,-3,-0.454545455,-1.9389,-0.037037037
17,Cheyenne,25,-17,-87,-15,-0.186813187,-0.8315,-0.157894737
17,Cheyenne,30,-26,6,49,-0.240740741,0.0609,0.710144928
17,Cheyenne,35,-18,-2,46,-0.093264249,-0.0203,0.410714286
17,Cheyenne,40,-17,-9,28,-0.090909091,-0.0886,0.256880734
17,Cheyenne,45,-45,-47,31,-0.251396648,-0.324,0.316326531
17,Cheyenne,50,-19,-43,19,-0.147286822,-0.3107,0.180952381
17,Cheyenne,55,-34,-16,16,-0.390804598,-0.1024,0.109589041
17,Cheyenne,60,3,-9,11,0.0375,-0.079,0.082706767
17,Cheyenne,65,-15,-6,-7,-0.1875,-0.0858,-0.050359712
17,Cheyenne,70,-11,8,-13,-0.129411765,0.1014,-0.146067416
17,Cheyenne,75,-12,-5,3,-0.142857143,-0.1083,0.057692308
17,Cheyenne,80,11,-10,-9,0.183333333,-0.1755,-0.191489362
17,Cheyenne,85,13,4,8,0.351351351,0.0495,0.153846154
19,Clear Creek,0,0,-14,31,0,-0.0327,0.062
19,Clear Creek,5,-107,-98,100,-0.183848797,-0.2349,0.220264317
19,Clear Creek,10,55,-118,106,0.094501718,-0.2846,0.195571956
19,Clear Creek,15,-37,-123,58,-0.064347826,-0.2724,0.119341564
19,Clear Creek,20,-313,-295,16,-0.8767507,-1.055,0.037037037
19,Clear Creek,25,-60,-161,20,-0.127659574,-0.3951,0.041322314
19,Clear Creek,30,-165,169,185,-0.25621118,0.3258,0.444711538
19,Clear Creek,35,11,172,132,0.012557078,0.2754,0.244444444
19,Clear Creek,40,-159,75,129,-0.152007648,0.1046,0.209076175
19,Clear Creek,45,62,-48,107,0.055555556,-0.0578,0.154401154
19,Clear Creek,50,-213,7,9,-0.230519481,0.0065,0.012162162
19,Clear Creek,55,-56,-73,21,-0.093333333,-0.0731,0.026481715
19,Clear Creek,60,-34,-64,-62,-0.085427136,-0.0781,-0.068888889
19,Clear Creek,65,-21,-36,-162,-0.0875,-0.0701,-0.202753442
19,Clear Creek,70,-97,-77,-177,-0.557471264,-0.2684,-0.293046358
19,Clear Creek,75,-35,-21,-129,-0.286885246,-0.1161,-0.353424658
19,Clear Creek,80,-42,-38,-53,-0.56,-0.4095,-0.273195876
19,Clear Creek,85,3,-23,-15,0.096774194,-0.3175,-0.092592593
21,Conejos,0,0,37,20,0,0.0574,0.034129693
21,Conejos,5,62,31,90,0.088319088,0.0495,0.149750416
21,Conejos,10,111,15,65,0.134872418,0.022,0.097597598
21,Conejos,15,-103,-46,-40,-0.133766234,-0.0703,-0.073664825
21,Conejos,20,-220,-371,-166,-0.484581498,-0.8277,-0.355460385
21,Conejos,25,-63,-335,-122,-0.151079137,-0.7785,-0.266375546
21,Conejos,30,4,-40,36,0.009009009,-0.0986,0.094488189
21,Conejos,35,-36,13,92,-0.066543438,0.0298,0.218527316
21,Conejos,40,23,34,80,0.0395189,0.072,0.194647202
21,Conejos,45,19,30,60,0.032367973,0.054,0.141843972
21,Conejos,50,20,34,42,0.043290043,0.0565,0.089552239
21,Conejos,55,-12,36,50,-0.034985423,0.0595,0.091407678
21,Conejos,60,1,66,3,0.00273224,0.1327,0.005376344
21,Conejos,65,-12,51,-41,-0.031413613,0.1425,-0.076635514
21,Conejos,70,2,-10,-44,0.006289308,-0.0318,-0.108108108
21,Conejos,75,-13,-35,-26,-0.053719008,-0.13,-0.09352518
21,Conejos,80,1,-44,-20,0.005882353,-0.2757,-0.093023256
21,Conejos,85,-29,-69,-27,-0.292929293,-0.4348,-0.115384615
23,Costilla,0,0,12,18,0,0.0687,0.094736842
23,Costilla,5,2,-7,41,0.008333333,-0.0338,0.218085106
23,Costilla,10,-3,-3,57,-0.01010101,-0.0159,0.271428571
23,Costilla,15,-53,4,6,-0.201520913,0.0165,0.02970297
23,Costilla,20,-94,-150,-16,-0.61038961,-1.0353,-0.096385542
23,Costilla,25,-43,-123,-17,-0.279220779,-0.8913,-0.082524272
23,Costilla,30,-44,-2,57,-0.237837838,-0.0156,0.318435754
23,Costilla,35,-27,0,87,-0.114893617,0.0013,0.455497382
23,Costilla,40,19,7,43,0.066666667,0.039,0.223958333
23,Costilla,45,55,15,50,0.180327869,0.062,0.282485876
23,Costilla,50,40,27,35,0.153846154,0.0901,0.169082126
23,Costilla,55,56,12,23,0.21875,0.0395,0.093495935
23,Costilla,60,6,63,20,0.02764977,0.2067,0.069204152
23,Costilla,65,12,69,-13,0.060301508,0.2315,-0.04797048
23,Costilla,70,-33,18,-5,-0.204968944,0.0848,-0.018939394
23,Costilla,75,-39,-15,-39,-0.32231405,-0.1077,-0.170305677
23,Costilla,80,-19,-30,-12,-0.234567901,-0.3121,-0.083333333
23,Costilla,85,1,-41,-18,0.027777778,-0.5744,-0.141732283
25,Crowley,0,0,12,9,0,0.0657,0.042056075
25,Crowley,5,31,-6,15,0.116541353,-0.0291,0.066666667
25,Crowley,10,-8,22,-6,-0.028673835,0.0911,-0.03
25,Crowley,15,-56,0,-3,-0.181229773,0.0017,-0.015384615
25,Crowley,20,184,200,173,0.473007712,0.4197,0.455263158
25,Crowley,25,299,319,284,0.720481928,0.5126,0.481355932
25,Crowley,30,204,186,89,0.407185629,0.3212,0.145901639
25,Crowley,35,254,102,-44,0.428330523,0.199,-0.073701843
25,Crowley,40,184,4,-84,0.349809886,0.009,-0.15412844
25,Crowley,45,163,-16,6,0.415816327,-0.029,0.012024048
25,Crowley,50,171,-55,-127,0.518181818,-0.1206,-0.334210526
25,Crowley,55,77,21,-109,0.361502347,0.0531,-0.293010753
25,Crowley,60,-1,-21,-94,-0.007194245,-0.0723,-0.272463768
25,Crowley,65,7,40,-102,0.048611111,0.1807,-0.434042553
25,Crowley,70,54,36,-57,0.364864865,0.2598,-0.292307692
25,Crowley,75,9,-11,-28,0.081818182,-0.1115,-0.186666667
25,Crowley,80,0,5,-16,0,0.06,-0.164948454
25,Crowley,85,9,3,7,0.166666667,0.0418,0.067961165
27,Custer,0,0,23,29,0,0.1717,0.159340659
27,Custer,5,70,42,101,0.336538462,0.2242,0.512690355
27,Custer,10,82,47,115,0.35042735,0.1947,0.545023697
27,Custer,15,-39,11,95,-0.189320388,0.0498,0.390946502
27,Custer,20,-36,-145,54,-0.342857143,-1.7149,0.20610687
27,Custer,25,28,-76,83,0.277227723,-0.6006,0.300724638
27,Custer,30,63,61,193,0.428571429,0.3824,0.910377358
27,Custer,35,56,87,176,0.220472441,0.4737,0.730290456
27,Custer,40,125,74,115,0.394321767,0.3417,0.469387755
27,Custer,45,97,22,96,0.264305177,0.0805,0.396694215
27,Custer,50,52,118,42,0.153846154,0.2765,0.167330677
27,Custer,55,35,158,101,0.12455516,0.3135,0.350694444
27,Custer,60,87,202,15,0.346613546,0.3879,0.03440367
27,Custer,65,41,135,57,0.190697674,0.3444,0.114688129
27,Custer,70,-8,18,8,-0.057971014,0.0708,0.016326531
27,Custer,75,12,-5,-7,0.121212121,-0.0279,-0.020895522
27,Custer,80,15,-16,-5,0.405405405,-0.1671,-0.026595745
27,Custer,85,6,-12,-9,0.352941176,-0.2545,-0.059602649
29,Delta,0,0,12,98,0,0.0068,0.060907396
29,Delta,5,-110,230,334,-0.061728395,0.1239,0.199402985
29,Delta,10,-49,361,300,-0.024102312,0.1841,0.157977883
29,Delta,15,-128,218,183,-0.067976633,0.1092,0.107080164
29,Delta,20,-454,-598,-77,-0.396160558,-0.419,-0.053176796
29,Delta,25,-37,-275,-140,-0.029272152,-0.1731,-0.099009901
29,Delta,30,-9,434,447,-0.006423983,0.2799,0.342266462
29,Delta,35,179,339,397,0.098405717,0.215,0.237724551
29,Delta,40,162,351,272,0.077623383,0.2043,0.164251208
29,Delta,45,197,337,229,0.092185307,0.1596,0.138535995
29,Delta,50,184,439,84,0.089756098,0.179,0.047217538
29,Delta,55,165,433,218,0.099099099,0.1749,0.101821579
29,Delta,60,190,479,82,0.121250798,0.1991,0.033606557
29,Delta,65,232,466,42,0.152732061,0.2387,0.01754386
29,Delta,70,70,200,17,0.053557766,0.1289,0.007830493
29,Delta,75,15,-77,-22,0.01350135,-0.0663,-0.013673089
29,Delta,80,-12,-109,-31,-0.015132409,-0.1364,-0.027531083
29,Delta,85,13,-105,4,0.026639344,-0.1286,0.003666361
31,Denver,0,0,-6236,-882,0,-0.1425,-0.018584071
31,Denver,5,-8994,-13615,-3264,-0.260002313,-0.362,-0.070388821
31,Denver,10,-6309,-6869,-2275,-0.200330232,-0.2241,-0.052229212
31,Denver,15,-3190,-2653,958,-0.098405158,-0.0839,0.023494212
31,Denver,20,5088,15389,13685,0.11104806,0.3307,0.291306569
31,Denver,25,5848,33584,27811,0.095746423,0.5128,0.471604687
31,Denver,30,-6912,12126,23728,-0.130341316,0.2104,0.345039189
31,Denver,35,-9118,-12084,7377,-0.20068671,-0.2454,0.097090062
31,Denver,40,-7168,-11544,-3307,-0.174005923,-0.2806,-0.056620895
31,Denver,45,-4701,-7545,-3617,-0.122453764,-0.2062,-0.077108382
31,Denver,50,-3281,-3340,-3038,-0.09822471,-0.0931,-0.076056479
31,Denver,55,-2279,-2485,92,-0.100498302,-0.0741,0.002531924
31,Denver,60,-1414,-2248,-396,-0.082694894,-0.0785,-0.011330148
31,Denver,65,-1358,-1295,-655,-0.089471604,-0.0684,-0.020624724
31,Denver,70,-1065,-1031,-1580,-0.069653368,-0.076,-0.062985848
31,Denver,75,-532,-1029,-844,-0.037840529,-0.0948,-0.055794275
31,Denver,80,-490,-1203,-280,-0.052417629,-0.1275,-0.029270332
31,Denver,85,-997,-3377,-176,-0.180517835,-0.3479,-0.016864699
33,Dolores,0,0,10,8,0,0.0744,0.082474227
33,Dolores,5,27,20,34,0.247706422,0.1552,0.314814815
33,Dolores,10,16,32,35,0.128,0.2576,0.243055556
33,Dolores,15,-49,-3,13,-0.401639344,-0.0279,0.098484848
33,Dolores,20,-52,-50,0,-0.604651163,-0.6572,0
33,Dolores,25,-2,-20,5,-0.023809524,-0.1987,0.052083333
33,Dolores,30,31,34,52,0.264957265,0.2979,0.611764706
33,Dolores,35,25,43,47,0.211864407,0.3476,0.415929204
33,Dolores,40,30,20,30,0.179640719,0.1497,0.25
33,Dolores,45,14,18,24,0.088050314,0.1363,0.184615385
33,Dolores,50,10,14,12,0.074074074,0.0795,0.086330935
33,Dolores,55,20,7,14,0.175438596,0.045,0.108527132
33,Dolores,60,9,44,-10,0.085714286,0.2664,-0.065359477
33,Dolores,65,-5,31,-19,-0.055555556,0.2267,-0.153225806
33,Dolores,70,6,12,-34,0.071428571,0.1219,-0.274193548
33,Dolores,75,-8,-6,-29,-0.142857143,-0.089,-0.318681319
33,Dolores,80,0,-14,-19,0,-0.271,-0.322033898
33,Dolores,85,-5,-23,-14,-0.185185185,-0.5378,-0.24137931
35,Douglas,0,0,2008,-234,0,0.093,-0.012058126
35,Douglas,5,6151,7102,2219,0.358972863,0.2676,0.108891942
35,Douglas,10,4197,7754,4418,0.28182917,0.3086,0.166478258
35,Douglas,15,1152,2517,2837,0.109183964,0.128,0.09787146
35,Douglas,20,-728,-4742,-386,-0.129192547,-0.4692,-0.019902037
35,Douglas,25,8001,3617,-720,0.676502917,0.2575,-0.038147716
35,Douglas,30,10166,13353,5029,0.585160882,0.7102,0.271046675
35,Douglas,35,8664,12819,6313,0.42533137,0.5239,0.2754964
35,Douglas,40,5178,9657,5443,0.276987269,0.3587,0.203941699
35,Douglas,45,3504,5431,4913,0.234553852,0.212,0.164177109
35,Douglas,50,3001,3608,1523,0.246266207,0.1636,0.051975974
35,Douglas,55,1487,2593,1024,0.194735464,0.151,0.03938613
35,Douglas,60,617,2125,-252,0.141936968,0.1532,-0.011821551
35,Douglas,65,494,1436,-258,0.175925926,0.1667,-0.015988102
35,Douglas,70,346,1101,-756,0.162823529,0.2211,-0.057065217
35,Douglas,75,371,853,-420,0.27080292,0.2716,-0.051768766
35,Douglas,80,159,773,-179,0.216326531,0.3525,-0.041454377
35,Douglas,85,176,1558,53,0.536585366,0.8715,0.014750905
37,Eagle,0,0,-297,276,0,-0.076,0.081057269
37,Eagle,5,169,-133,676,0.058782609,-0.0351,0.204167925
37,Eagle,10,-44,307,691,-0.016212233,0.092,0.171591756
37,Eagle,15,-105,2,407,-0.042769857,0.0008,0.102493075
37,Eagle,20,1240,673,-111,0.310776942,0.2003,-0.024326101
37,Eagle,25,645,2636,298,0.125096974,0.5221,0.05089667
37,Eagle,30,182,787,1541,0.038043478,0.165,0.33734676
37,Eagle,35,-97,-556,1124,-0.023334135,-0.1192,0.252868391
37,Eagle,40,23,-314,682,0.005679012,-0.0708,0.160924965
37,Eagle,45,-160,-169,587,-0.04593741,-0.043,0.150358607
37,Eagle,50,163,-213,173,0.061324304,-0.0568,0.04630621
37,Eagle,55,277,-289,134,0.168696711,-0.0931,0.035828877
37,Eagle,60,-34,-38,159,-0.034979424,-0.0148,0.043874172
37,Eagle,65,-30,-16,51,-0.052631579,-0.0105,0.017483716
37,Eagle,70,-122,-169,-43,-0.359882006,-0.2273,-0.020027946
37,Eagle,75,-55,-104,-54,-0.257009346,-0.2529,-0.045879354
37,Eagle,80,-2,-80,-4,-0.018518519,-0.3929,-0.007561437
37,Eagle,85,-18,-73,-10,-0.391304348,-0.5864,-0.024390244
41,El Paso,0,0,1350,581,0,0.1937,0.348530294
41,El Paso,5,455,3349,3377,0.270029674,0.2975,1.835326087
41,El Paso,10,1191,6360,5952,0.616778871,0.301,3.033639144
41,El Paso,15,1243,6071,6818,0.776875,0.064,3.373577437
41,El Paso,20,3861,9018,12593,5.921779141,-1.4097,6.107177498
41,El Paso,25,-529,8626,8566,-0.684346701,-1.1677,3.449859041
41,El Paso,30,-722,3199,-470,-0.580385852,0.3133,-0.214808044
41,El Paso,35,144,2404,667,0.069197501,0.4204,0.333166833
41,El Paso,40,-781,3302,-311,-0.316707218,0.3547,-0.16631016
41,El Paso,45,-231,1693,196,-0.116431452,0.1758,0.101135191
41,El Paso,50,-12,1583,890,-0.007614213,0.0594,0.384449244
41,El Paso,55,-60,961,1313,-0.060790274,0.1044,0.482188762
41,El Paso,60,-218,893,-2185,-0.357963875,0.0911,-0.833015631
41,El Paso,65,-188,926,-2229,-0.427272727,0.0713,-1.078374456
41,El Paso,70,-204,805,-1778,-0.655948553,0.0414,-1.172050099
41,El Paso,75,-176,356,-837,-0.838095238,-0.1315,-0.943630214
41,El Paso,80,357,702,-136,2.664179104,0.0585,-0.293736501
41,El Paso,85,202,1324,-25,2.885714286,0.4693,-0.075757576
39,Elbert,0,0,218,312,0,0.0298,0.006118607
39,Elbert,5,567,473,879,0.014067734,0.0741,0.017450517
39,Elbert,10,388,564,947,0.00955265,0.1402,0.018275503
39,Elbert,15,229,116,515,0.005880691,0.1311,0.009756744
39,Elbert,20,-310,-1130,400,-0.008009301,0.1822,0.00678173
39,Elbert,25,235,-855,777,0.006118039,0.1828,0.013676688
39,Elbert,30,580,287,1478,0.015041494,0.0773,0.029541684
39,Elbert,35,594,543,1393,0.012781615,0.0596,0.028865082
39,Elbert,40,615,676,1041,0.013594765,0.0799,0.02446361
39,Elbert,45,398,438,807,0.010352452,0.0358,0.020286576
39,Elbert,50,240,153,558,0.007574801,0.0347,0.013671779
39,Elbert,55,180,223,339,0.008188518,0.0254,0.007308712
39,Elbert,60,14,151,92,0.000864464,0.0291,0.002157396
39,Elbert,65,29,70,-7,0.002039238,0.0442,-0.000204195
39,Elbert,70,28,23,-78,0.002497993,0.0543,-0.002879504
39,Elbert,75,12,-43,-86,0.001292964,0.0307,-0.004986374
39,Elbert,80,8,12,-4,0.001359388,0.0874,-0.00036533
39,Elbert,85,-14,78,-8,-0.004648074,0.1816,-0.000714669
43,Fremont,0,0,53,144,0,0.0251,0.069632495
43,Fremont,5,311,148,470,0.119523444,0.0674,0.22338403
43,Fremont,10,197,155,538,0.066689235,0.0653,0.230901288
43,Fremont,15,-238,-123,347,-0.089675961,-0.05,0.152059597
43,Fremont,20,175,-450,902,0.068979109,-0.1817,0.299468792
43,Fremont,25,1390,634,1260,0.414307004,0.1945,0.356234097
43,Fremont,30,1479,696,1205,0.405650027,0.2189,0.380486265
43,Fremont,35,1448,-187,873,0.337293268,-0.0594,0.242972446
