countyfips,countyname,age,netMigration,geonum
089,Otero,30,-83.9,108089
089,Otero,31,-22.46,108089
089,Otero,32,-32.87,108089
089,Otero,33,17.37,108089
089,Otero,34,9.57,108089
089,Otero,35,-2.62,108089
089,Otero,36,12.56,108089
089,Otero,37,-21.02,108089
089,Otero,38,-5.45,108089
089,Otero,39,5.29,108089
089,Otero,40,12.12,108089
089,Otero,41,-8.21,108089
089,Otero,42,28.29,108089
089,Otero,43,8.53,108089
089,Otero,44,0.68,108089
089,Otero,45,0.15,108089
089,Otero,46,6.55,108089
089,Otero,47,19.76,108089
089,Otero,48,-2.98,108089
089,Otero,49,1.21,108089
089,Otero,50,-5.48,108089
089,Otero,51,-11.39,108089
089,Otero,52,-6.38,108089
089,Otero,53,4.14,108089
089,Otero,54,26.47,108089
089,Otero,55,-11.31,108089
089,Otero,56,-16.63,108089
089,Otero,57,-12.5,108089
089,Otero,58,44.7,108089
089,Otero,59,6.65,108089
089,Otero,60,-16.08,108089
089,Otero,61,17.57,108089
089,Otero,62,17.42,108089
089,Otero,63,17.78,108089
089,Otero,64,35.9,108089
089,Otero,65,28.34,108089
089,Otero,66,23.91,108089
089,Otero,67,36.76,108089
089,Otero,68,0.06,108089
089,Otero,69,7.05,108089
089,Otero,70,17.33,108089
089,Otero,71,17.15,108089
089,Otero,72,-1.23,108089
089,Otero,73,28.77,108089
089,Otero,74,5.79,108089
089,Otero,75,-5.1,108089
089,Otero,76,24.73,108089
089,Otero,77,18.21,108089
089,Otero,78,18.56,108089
089,Otero,79,4.37,108089
089,Otero,80,-11.78,108089
089,Otero,81,14.45,108089
089,Otero,82,-18.07,108089
089,Otero,83,-1.25,108089
089,Otero,84,-15.34,108089
089,Otero,85,12.13,108089
089,Otero,86,-7.77,108089
089,Otero,87,-7.26,108089
089,Otero,88,-0.7,108089
089,Otero,89,-15.33,108089
089,Otero,90,10.24,108089
091,Ouray,0,-1.75,108091
091,Ouray,1,7.56,108091
091,Ouray,2,-5.69,108091
091,Ouray,3,-4.2,108091
091,Ouray,4,7.03,108091
091,Ouray,5,1.27,108091
091,Ouray,6,11.52,108091
091,Ouray,7,9.01,108091
091,Ouray,8,18.76,108091
091,Ouray,9,8.26,108091
091,Ouray,10,20.98,108091
091,Ouray,11,8.66,108091
091,Ouray,12,18.64,108091
091,Ouray,13,16.85,108091
091,Ouray,14,4.03,108091
091,Ouray,15,0.85,108091
091,Ouray,16,16.97,108091
091,Ouray,17,6.29,108091
091,Ouray,18,5.27,108091
091,Ouray,19,-30.34,108091
091,Ouray,20,-36.89,108091
091,Ouray,21,-39.16,108091
091,Ouray,22,-41.24,108091
091,Ouray,23,-28.4,108091
091,Ouray,24,-33.6,108091
091,Ouray,25,-21.66,108091
091,Ouray,26,-26.17,108091
091,Ouray,27,-3.81,108091
091,Ouray,28,-11.07,108091
091,Ouray,29,15.26,108091
091,Ouray,30,14.74,108091
091,Ouray,31,20.51,108091
091,Ouray,32,24.65,108091
091,Ouray,33,29.75,108091
091,Ouray,34,35.77,108091
091,Ouray,35,21.1,108091
091,Ouray,36,25.12,108091
091,Ouray,37,35.49,108091
091,Ouray,38,32.34,108091
091,Ouray,39,20.09,108091
091,Ouray,40,29.01,108091
091,Ouray,41,19.94,108091
091,Ouray,42,13.36,108091
091,Ouray,43,15.58,108091
091,Ouray,44,18.82,108091
091,Ouray,45,27.54,108091
091,Ouray,46,27.23,108091
091,Ouray,47,11.6,108091
091,Ouray,48,40.05,108091
091,Ouray,49,16.42,108091
091,Ouray,50,37.7,108091
091,Ouray,51,22.1,108091
091,Ouray,52,28.8,108091
091,Ouray,53,31.07,108091
091,Ouray,54,11.57,108091
091,Ouray,55,25.16,108091
091,Ouray,56,50.48,108091
091,Ouray,57,32.35,108091
091,Ouray,58,22.08,108091
091,Ouray,59,59.21,108091
091,Ouray,60,32.6,108091
091,Ouray,61,44.48,108091
091,Ouray,62,35.34,108091
091,Ouray,63,43.12,108091
091,Ouray,64,44.25,108091
091,Ouray,65,25.08,108091
091,Ouray,66,20.63,108091
091,Ouray,67,26.15,108091
091,Ouray,68,30.44,108091
091,Ouray,69,26.24,108091
091,Ouray,70,13.07,108091
091,Ouray,71,15.84,108091
091,Ouray,72,8.18,108091
091,Ouray,73,12.15,108091
091,Ouray,74,12.24,108091
091,Ouray,75,3.46,108091
091,Ouray,76,1.64,108091
091,Ouray,77,6.91,108091
091,Ouray,78,18.3,108091
091,Ouray,79,-1.96,108091
091,Ouray,80,12.43,108091
091,Ouray,81,2.93,108091
091,Ouray,82,5.92,108091
091,Ouray,83,11.27,108091
091,Ouray,84,5.15,108091
091,Ouray,85,12.33,108091
091,Ouray,86,14.74,108091
091,Ouray,87,10.46,108091
091,Ouray,88,9.02,108091
091,Ouray,89,20.29,108091
091,Ouray,90,109.1,108091
093,Park,0,19.75,108093
093,Park,1,10.01,108093
093,Park,2,8.48,108093
093,Park,3,20.96,108093
093,Park,4,16.93,108093
093,Park,5,0.16,108093
093,Park,6,25.9,108093
093,Park,7,-5.1,108093
093,Park,8,-0.85,108093
093,Park,9,0.38,108093
093,Park,10,31.39,108093
093,Park,11,6.51,108093
093,Park,12,25.97,108093
093,Park,13,4.1,108093
093,Park,14,2.28,108093
093,Park,15,13.61,108093
093,Park,16,3.19,108093
093,Park,17,4.93,108093
093,Park,18,-9.78,108093
093,Park,19,-83,108093
093,Park,20,-83.19,108093
093,Park,21,-74.41,108093
093,Park,22,-102.11,108093
093,Park,23,-89.07,108093
093,Park,24,-77.12,108093
093,Park,25,-92.76,108093
093,Park,26,-99.97,108093
093,Park,27,-58.16,108093
093,Park,28,4.56,108093
093,Park,29,73.96,108093
093,Park,30,62.68,108093
093,Park,31,98.21,108093
093,Park,32,65.56,108093
093,Park,33,88.23,108093
093,Park,34,49.13,108093
093,Park,35,102.57,108093
093,Park,36,108.34,108093
093,Park,37,104.06,108093
093,Park,38,77.99,108093
093,Park,39,81.24,108093
093,Park,40,68.25,108093
093,Park,41,67.4,108093
093,Park,42,51.82,108093
093,Park,43,41.61,108093
093,Park,44,50.36,108093
093,Park,45,22.69,108093
093,Park,46,30.68,108093
093,Park,47,45.13,108093
093,Park,48,39.51,108093
093,Park,49,44.81,108093
093,Park,50,31.05,108093
093,Park,51,60.93,108093
093,Park,52,65.69,108093
093,Park,53,79.44,108093
093,Park,54,58.96,108093
093,Park,55,44.3,108093
093,Park,56,59.13,108093
093,Park,57,48.88,108093
093,Park,58,43.55,108093
093,Park,59,71.55,108093
093,Park,60,28.44,108093
093,Park,61,47.26,108093
093,Park,62,63.71,108093
093,Park,63,40.31,108093
093,Park,64,72.81,108093
093,Park,65,50.84,108093
093,Park,66,37.35,108093
093,Park,67,44.69,108093
093,Park,68,4.86,108093
093,Park,69,22.72,108093
093,Park,70,29.56,108093
093,Park,71,3.13,108093
093,Park,72,1.04,108093
093,Park,73,-18.62,108093
093,Park,74,-15.26,108093
093,Park,75,-20.42,108093
093,Park,76,-6.84,108093
093,Park,77,2.52,108093
093,Park,78,-13.38,108093
093,Park,79,-17.54,108093
093,Park,80,-32.58,108093
093,Park,81,-23.14,108093
093,Park,82,-5.91,108093
093,Park,83,12.48,108093
093,Park,84,-2.58,108093
093,Park,85,-2.51,108093
093,Park,86,6.51,108093
093,Park,87,9.18,108093
093,Park,88,14.4,108093
093,Park,89,12.95,108093
093,Park,90,79.51,108093
095,Phillips,0,-9.24,108095
095,Phillips,1,6.5,108095
095,Phillips,2,2.75,108095
095,Phillips,3,-6.74,108095
095,Phillips,4,7,108095
095,Phillips,5,-0.49,108095
095,Phillips,6,-1.74,108095
095,Phillips,7,6,108095
095,Phillips,8,12,108095
095,Phillips,9,12.75,108095
095,Phillips,10,-3.91,108095
095,Phillips,11,2.13,108095
095,Phillips,12,0.27,108095
095,Phillips,13,8.76,108095
095,Phillips,14,8.03,108095
095,Phillips,15,1.99,108095
095,Phillips,16,-8.74,108095
095,Phillips,17,14.16,108095
095,Phillips,18,3.86,108095
095,Phillips,19,-26.98,108095
095,Phillips,20,-34.75,108095
095,Phillips,21,-29.69,108095
095,Phillips,22,-19.46,108095
095,Phillips,23,-25.39,108095
095,Phillips,24,-23.67,108095
095,Phillips,25,-10.31,108095
095,Phillips,26,-34.43,108095
095,Phillips,27,-13.77,108095
095,Phillips,28,-21.5,108095
095,Phillips,29,17.98,108095
095,Phillips,30,18.77,108095
095,Phillips,31,14.84,108095
095,Phillips,32,12.19,108095
095,Phillips,33,7.37,108095
095,Phillips,34,5.13,108095
095,Phillips,35,-0.25,108095
095,Phillips,36,11.34,108095
095,Phillips,37,5.27,108095
095,Phillips,38,2.96,108095
095,Phillips,39,6.37,108095
095,Phillips,40,3.54,108095
095,Phillips,41,16.11,108095
095,Phillips,42,6.39,108095
095,Phillips,43,17.12,108095
095,Phillips,44,11.56,108095
095,Phillips,45,20.95,108095
095,Phillips,46,7.47,108095
095,Phillips,47,-3.52,108095
095,Phillips,48,11.79,108095
095,Phillips,49,11.7,108095
095,Phillips,50,6.89,108095
095,Phillips,51,-6.22,108095
095,Phillips,52,6.41,108095
095,Phillips,53,10.23,108095
095,Phillips,54,5.99,108095
095,Phillips,55,6.2,108095
095,Phillips,56,11.86,108095
095,Phillips,57,0.43,108095
095,Phillips,58,8.73,108095
095,Phillips,59,12.42,108095
095,Phillips,60,12.03,108095
095,Phillips,61,22.4,108095
095,Phillips,62,7.08,108095
095,Phillips,63,16.89,108095
095,Phillips,64,18.54,108095
095,Phillips,65,12.36,108095
095,Phillips,66,14.62,108095
095,Phillips,67,14.16,108095
095,Phillips,68,21.38,108095
095,Phillips,69,30.78,108095
095,Phillips,70,16.08,108095
095,Phillips,71,19.56,108095
095,Phillips,72,13.47,108095
095,Phillips,73,30.54,108095
095,Phillips,74,26.71,108095
095,Phillips,75,18.4,108095
095,Phillips,76,31.27,108095
095,Phillips,77,21.03,108095
095,Phillips,78,8.47,108095
095,Phillips,79,24.37,108095
095,Phillips,80,22.2,108095
095,Phillips,81,13,108095
095,Phillips,82,10.73,108095
095,Phillips,83,9.38,108095
095,Phillips,84,21.03,108095
095,Phillips,85,18.99,108095
095,Phillips,86,14.96,108095
095,Phillips,87,6.56,108095
095,Phillips,88,13.49,108095
095,Phillips,89,25.81,108095
095,Phillips,90,89.99,108095
097,Pitkin,0,4.99,108097
097,Pitkin,1,-27.06,108097
097,Pitkin,2,-4.86,108097
097,Pitkin,3,-11.4,108097
097,Pitkin,4,8.55,108097
097,Pitkin,5,-14.71,108097
097,Pitkin,6,15.26,108097
097,Pitkin,7,16.74,108097
097,Pitkin,8,3.74,108097
097,Pitkin,9,13.98,108097
097,Pitkin,10,28.45,108097
097,Pitkin,11,54.93,108097
097,Pitkin,12,49.38,108097
097,Pitkin,13,52.91,108097
097,Pitkin,14,48.58,108097
097,Pitkin,15,46.89,108097
097,Pitkin,16,42.36,108097
097,Pitkin,17,47.18,108097
097,Pitkin,18,31.5,108097
097,Pitkin,19,-61.62,108097
097,Pitkin,20,-61.18,108097
097,Pitkin,21,-25.64,108097
097,Pitkin,22,-35.08,108097
097,Pitkin,23,38.45,108097
097,Pitkin,24,64.23,108097
097,Pitkin,25,143.9,108097
097,Pitkin,26,168.26,108097
097,Pitkin,27,165.57,108097
097,Pitkin,28,171.37,108097
097,Pitkin,29,198.91,108097
097,Pitkin,30,123.41,108097
097,Pitkin,31,124.24,108097
097,Pitkin,32,66.04,108097
097,Pitkin,33,-15.27,108097
097,Pitkin,34,-46.46,108097
097,Pitkin,35,-19.83,108097
097,Pitkin,36,-31.26,108097
097,Pitkin,37,-23.03,108097
097,Pitkin,38,-19.33,108097
097,Pitkin,39,-39.77,108097
097,Pitkin,40,-83.46,108097
097,Pitkin,41,-16.37,108097
097,Pitkin,42,-8.99,108097
097,Pitkin,43,13.75,108097
097,Pitkin,44,15.47,108097
097,Pitkin,45,-0.35,108097
097,Pitkin,46,32.04,108097
097,Pitkin,47,23.21,108097
097,Pitkin,48,-17.49,108097
097,Pitkin,49,7.76,108097
097,Pitkin,50,12.71,108097
097,Pitkin,51,64.54,108097
097,Pitkin,52,9.55,108097
097,Pitkin,53,36.33,108097
097,Pitkin,54,58.49,108097
097,Pitkin,55,-2.67,108097
097,Pitkin,56,29.79,108097
097,Pitkin,57,-3.37,108097
097,Pitkin,58,-12.59,108097
097,Pitkin,59,-23.53,108097
097,Pitkin,60,-51.42,108097
097,Pitkin,61,1.84,108097
097,Pitkin,62,10.83,108097
097,Pitkin,63,-38.01,108097
097,Pitkin,64,20.36,108097
097,Pitkin,65,-19.02,108097
097,Pitkin,66,-12.6,108097
097,Pitkin,67,4.09,108097
097,Pitkin,68,17.98,108097
097,Pitkin,69,-13.52,108097
097,Pitkin,70,1.82,108097
097,Pitkin,71,-5.71,108097
097,Pitkin,72,-20.65,108097
097,Pitkin,73,15.69,108097
097,Pitkin,74,-1.26,108097
097,Pitkin,75,-18.26,108097
097,Pitkin,76,1.95,108097
097,Pitkin,77,-8.65,108097
097,Pitkin,78,-12.42,108097
097,Pitkin,79,-4.92,108097
097,Pitkin,80,3.95,108097
097,Pitkin,81,-0.1,108097
097,Pitkin,82,-12.01,108097
097,Pitkin,83,-5.96,108097
097,Pitkin,84,5.92,108097
097,Pitkin,85,2.84,108097
097,Pitkin,86,1.53,108097
097,Pitkin,87,-0.2,108097
097,Pitkin,88,16.96,108097
097,Pitkin,89,9.87,108097
097,Pitkin,90,50.88,108097
099,Prowers,0,0.74,108099
099,Prowers,1,13.65,108099
099,Prowers,2,-2.82,108099
099,Prowers,3,7.18,108099
099,Prowers,4,12.19,108099
099,Prowers,5,-40.29,108099
099,Prowers,6,5.45,108099
099,Prowers,7,-40.28,108099
099,Prowers,8,-55.53,108099
099,Prowers,9,-74.28,108099
099,Prowers,10,-55.51,108099
099,Prowers,11,-20.22,108099
099,Prowers,12,-39.02,108099
099,Prowers,13,-31.44,108099
099,Prowers,14,-28.22,108099
099,Prowers,15,-36.46,108099
099,Prowers,16,-65.32,108099
099,Prowers,17,-42.38,108099
099,Prowers,18,-37.8,108099
099,Prowers,19,-34.56,108099
099,Prowers,20,-33.55,108099
099,Prowers,21,-75.52,108099
099,Prowers,22,-74.39,108099
099,Prowers,23,-110.11,108099
099,Prowers,24,-109.37,108099
099,Prowers,25,-93.24,108099
099,Prowers,26,-101.24,108099
099,Prowers,27,-103.31,108099
099,Prowers,28,-97.3,108099
099,Prowers,29,-80.67,108099
099,Prowers,30,-81.09,108099
099,Prowers,31,-41.36,108099
099,Prowers,32,-46.4,108099
099,Prowers,33,-28.32,108099
099,Prowers,34,-47.7,108099
099,Prowers,35,-18.13,108099
099,Prowers,36,-8.93,108099
099,Prowers,37,-40.05,108099
099,Prowers,38,-37.64,108099
099,Prowers,39,-53.32,108099
099,Prowers,40,-36.11,108099
099,Prowers,41,-34.52,108099
099,Prowers,42,-33.79,108099
099,Prowers,43,-37.09,108099
099,Prowers,44,-25.3,108099
099,Prowers,45,-31.44,108099
099,Prowers,46,-18.78,108099
099,Prowers,47,2.04,108099
099,Prowers,48,-47.11,108099
099,Prowers,49,13.36,108099
099,Prowers,50,-2.85,108099
099,Prowers,51,5.48,108099
099,Prowers,52,-9.37,108099
099,Prowers,53,-2.19,108099
099,Prowers,54,-10.4,108099
099,Prowers,55,0.2,108099
099,Prowers,56,3.06,108099
099,Prowers,57,3.51,108099
099,Prowers,58,3.34,108099
099,Prowers,59,7.02,108099
099,Prowers,60,8.33,108099
099,Prowers,61,1.51,108099
099,Prowers,62,11.44,108099
099,Prowers,63,23.98,108099
099,Prowers,64,-3.54,108099
099,Prowers,65,6.35,108099
099,Prowers,66,21.11,108099
099,Prowers,67,14.86,108099
099,Prowers,68,18.62,108099
099,Prowers,69,9.07,108099
099,Prowers,70,6.5,108099
099,Prowers,71,18.66,108099
099,Prowers,72,8.76,108099
099,Prowers,73,12.37,108099
099,Prowers,74,-6.51,108099
099,Prowers,75,27.38,108099
099,Prowers,76,6.11,108099
099,Prowers,77,-14.47,108099
099,Prowers,78,18.28,108099
099,Prowers,79,2.22,108099
099,Prowers,80,-0.5,108099
099,Prowers,81,0.02,108099
099,Prowers,82,2.95,108099
099,Prowers,83,19.85,108099
099,Prowers,84,-1.97,108099
099,Prowers,85,-0.39,108099
099,Prowers,86,9.64,108099
099,Prowers,87,8.45,108099
099,Prowers,88,8.9,108099
099,Prowers,89,-0.69,108099
099,Prowers,90,-5.65,108099
101,Pueblo,0,-42.24,108101
101,Pueblo,1,58.42,108101
101,Pueblo,2,-14.76,108101
101,Pueblo,3,56.3,108101
101,Pueblo,4,122.65,108101
101,Pueblo,5,124.53,108101
101,Pueblo,6,216.45,108101
101,Pueblo,7,144.4,108101
101,Pueblo,8,241.61,108101
101,Pueblo,9,258.58,108101
101,Pueblo,10,309.09,108101
101,Pueblo,11,296.03,108101
101,Pueblo,12,276.61,108101
101,Pueblo,13,234.41,108101
101,Pueblo,14,244.48,108101
101,Pueblo,15,234.55,108101
101,Pueblo,16,190.8,108101
101,Pueblo,17,267.25,108101
101,Pueblo,18,287.15,108101
101,Pueblo,19,382.69,108101
101,Pueblo,20,252.51,108101
101,Pueblo,21,115.07,108101
101,Pueblo,22,-67.05,108101
101,Pueblo,23,-71.33,108101
101,Pueblo,24,-78.35,108101
101,Pueblo,25,-237,108101
101,Pueblo,26,-209.34,108101
101,Pueblo,27,-295.18,108101
101,Pueblo,28,-245.29,108101
101,Pueblo,29,-7.46,108101
101,Pueblo,30,110.37,108101
101,Pueblo,31,108.8,108101
101,Pueblo,32,131.22,108101
101,Pueblo,33,96.37,108101
101,Pueblo,34,90.14,108101
101,Pueblo,35,116.25,108101
101,Pueblo,36,189.91,108101
101,Pueblo,37,184.09,108101
101,Pueblo,38,191.82,108101
101,Pueblo,39,295.12,108101
101,Pueblo,40,162.95,108101
101,Pueblo,41,225.53,108101
101,Pueblo,42,179.16,108101
101,Pueblo,43,197.17,108101
101,Pueblo,44,131.66,108101
101,Pueblo,45,110.17,108101
101,Pueblo,46,145.99,108101
101,Pueblo,47,237.72,108101
101,Pueblo,48,191.58,108101
101,Pueblo,49,245.71,108101
101,Pueblo,50,215.03,108101
101,Pueblo,51,195.19,108101
101,Pueblo,52,207.55,108101
101,Pueblo,53,246.78,108101
101,Pueblo,54,301.75,108101
101,Pueblo,55,251.45,108101
101,Pueblo,56,274.62,108101
101,Pueblo,57,219.59,108101
101,Pueblo,58,279.81,108101
101,Pueblo,59,304.21,108101
101,Pueblo,60,272.33,108101
101,Pueblo,61,301.3,108101
101,Pueblo,62,271.24,108101
101,Pueblo,63,327.71,108101
101,Pueblo,64,448.01,108101
101,Pueblo,65,268.68,108101
101,Pueblo,66,230.07,108101
101,Pueblo,67,247.71,108101
101,Pueblo,68,216.41,108101
101,Pueblo,69,189.55,108101
101,Pueblo,70,182.14,108101
101,Pueblo,71,214.47,108101
101,Pueblo,72,160.64,108101
101,Pueblo,73,126.26,108101
101,Pueblo,74,68.34,108101
101,Pueblo,75,81.29,108101
101,Pueblo,76,92.3,108101
101,Pueblo,77,7.76,108101
101,Pueblo,78,17.76,108101
101,Pueblo,79,68.72,108101
101,Pueblo,80,10.28,108101
101,Pueblo,81,18.29,108101
101,Pueblo,82,-79.08,108101
101,Pueblo,83,86.7,108101
101,Pueblo,84,-7.06,108101
101,Pueblo,85,-0.56,108101
101,Pueblo,86,-6.77,108101
101,Pueblo,87,-40.18,108101
101,Pueblo,88,-19.5,108101
101,Pueblo,89,27.5,108101
101,Pueblo,90,96.09,108101
103,Rio Blanco,0,-4,108103
103,Rio Blanco,1,5.79,108103
103,Rio Blanco,2,-8.51,108103
103,Rio Blanco,3,9.19,108103
103,Rio Blanco,4,9.15,108103
103,Rio Blanco,5,12.87,108103
103,Rio Blanco,6,19.35,108103
103,Rio Blanco,7,9.08,108103
103,Rio Blanco,8,24.82,108103
103,Rio Blanco,9,28.81,108103
103,Rio Blanco,10,20.38,108103
103,Rio Blanco,11,30.69,108103
103,Rio Blanco,12,17.48,108103
103,Rio Blanco,13,34.27,108103
103,Rio Blanco,14,19,108103
103,Rio Blanco,15,30.49,108103
103,Rio Blanco,16,14.8,108103
103,Rio Blanco,17,-1.41,108103
103,Rio Blanco,18,32.2,108103
103,Rio Blanco,19,34.73,108103
103,Rio Blanco,20,11.64,108103
103,Rio Blanco,21,-9.13,108103
103,Rio Blanco,22,-29.24,108103
103,Rio Blanco,23,-25.1,108103
103,Rio Blanco,24,-4.5,108103
103,Rio Blanco,25,7.6,108103
103,Rio Blanco,26,-15.56,108103
103,Rio Blanco,27,-12.08,108103
103,Rio Blanco,28,-36.61,108103
103,Rio Blanco,29,-26.4,108103
103,Rio Blanco,30,14.7,108103
103,Rio Blanco,31,28.43,108103
103,Rio Blanco,32,33.16,108103
103,Rio Blanco,33,32.47,108103
103,Rio Blanco,34,46.7,108103
103,Rio Blanco,35,33.85,108103
103,Rio Blanco,36,30.95,108103
103,Rio Blanco,37,15.63,108103
103,Rio Blanco,38,12.96,108103
103,Rio Blanco,39,29.42,108103
103,Rio Blanco,40,25.77,108103
103,Rio Blanco,41,6.13,108103
103,Rio Blanco,42,12.45,108103
103,Rio Blanco,43,14.49,108103
103,Rio Blanco,44,23.14,108103
103,Rio Blanco,45,40.05,108103
103,Rio Blanco,46,26,108103
103,Rio Blanco,47,6.05,108103
103,Rio Blanco,48,10.1,108103
103,Rio Blanco,49,42.18,108103
103,Rio Blanco,50,30.19,108103
103,Rio Blanco,51,32.65,108103
103,Rio Blanco,52,31.84,108103
103,Rio Blanco,53,12.96,108103
103,Rio Blanco,54,35.04,108103
103,Rio Blanco,55,12.89,108103
103,Rio Blanco,56,-6.91,108103
103,Rio Blanco,57,11.96,108103
103,Rio Blanco,58,4.22,108103
103,Rio Blanco,59,9.4,108103
103,Rio Blanco,60,23.46,108103
103,Rio Blanco,61,23.45,108103
103,Rio Blanco,62,8.85,108103
103,Rio Blanco,63,13.7,108103
103,Rio Blanco,64,16.27,108103
103,Rio Blanco,65,7.76,108103
103,Rio Blanco,66,11.69,108103
103,Rio Blanco,67,12.14,108103
103,Rio Blanco,68,14.23,108103
103,Rio Blanco,69,28.8,108103
103,Rio Blanco,70,11.76,108103
103,Rio Blanco,71,21.82,108103
103,Rio Blanco,72,15.59,108103
103,Rio Blanco,73,17.71,108103
103,Rio Blanco,74,18.45,108103
103,Rio Blanco,75,9.42,108103
103,Rio Blanco,76,17.84,108103
103,Rio Blanco,77,17.46,108103
103,Rio Blanco,78,7.39,108103
103,Rio Blanco,79,16.93,108103
103,Rio Blanco,80,7.23,108103
103,Rio Blanco,81,14.61,108103
103,Rio Blanco,82,12.25,108103
103,Rio Blanco,83,7.85,108103
103,Rio Blanco,84,16.19,108103
103,Rio Blanco,85,15.09,108103
103,Rio Blanco,86,10.59,108103
103,Rio Blanco,87,17.65,108103
103,Rio Blanco,88,14.66,108103
103,Rio Blanco,89,13.6,108103
103,Rio Blanco,90,103.57,108103
105,Rio Grande,0,6.74,108105
105,Rio Grande,1,-5.99,108105
105,Rio Grande,2,-12.24,108105
105,Rio Grande,3,16.75,108105
105,Rio Grande,4,-16.99,108105
105,Rio Grande,5,-15.24,108105
105,Rio Grande,6,13.25,108105
105,Rio Grande,7,16.75,108105
105,Rio Grande,8,-5.99,108105
105,Rio Grande,9,0.00514,108105
105,Rio Grande,10,3.26,108105
105,Rio Grande,11,-22.02,108105
105,Rio Grande,12,13.77,108105
105,Rio Grande,13,-3.25,108105
105,Rio Grande,14,-14.41,108105
105,Rio Grande,15,-20.96,108105
105,Rio Grande,16,14.07,108105
105,Rio Grande,17,-10.73,108105
105,Rio Grande,18,-36.05,108105
105,Rio Grande,19,-51.05,108105
105,Rio Grande,20,-70.16,108105
105,Rio Grande,21,-67.59,108105
105,Rio Grande,22,-70.86,108105
105,Rio Grande,23,-76.33,108105
105,Rio Grande,24,-77.58,108105
105,Rio Grande,25,-83.16,108105
105,Rio Grande,26,-80.84,108105
105,Rio Grande,27,-89.08,108105
105,Rio Grande,28,-70.97,108105
105,Rio Grande,29,-14.62,108105
105,Rio Grande,30,-3.32,108105
105,Rio Grande,31,16.08,108105
105,Rio Grande,32,22.24,108105
105,Rio Grande,33,9.91,108105
105,Rio Grande,34,13.32,108105
105,Rio Grande,35,18.28,108105
105,Rio Grande,36,35.9,108105
105,Rio Grande,37,17.82,108105
105,Rio Grande,38,10.7,108105
105,Rio Grande,39,-0.37,108105
105,Rio Grande,40,5.57,108105
105,Rio Grande,41,15.1,108105
105,Rio Grande,42,21.58,108105
105,Rio Grande,43,18.51,108105
105,Rio Grande,44,9.73,108105
105,Rio Grande,45,5.09,108105
105,Rio Grande,46,6.94,108105
105,Rio Grande,47,29.94,108105
105,Rio Grande,48,1.39,108105
105,Rio Grande,49,16.12,108105
105,Rio Grande,50,34.51,108105
105,Rio Grande,51,26.21,108105
105,Rio Grande,52,15.49,108105
105,Rio Grande,53,0.17,108105
105,Rio Grande,54,32.01,108105
105,Rio Grande,55,49.05,108105
105,Rio Grande,56,18.85,108105
105,Rio Grande,57,38.09,108105
105,Rio Grande,58,12.48,108105
105,Rio Grande,59,-3.41,108105
105,Rio Grande,60,38.44,108105
105,Rio Grande,61,27.4,108105
105,Rio Grande,62,7.79,108105
105,Rio Grande,63,10.63,108105
105,Rio Grande,64,28.1,108105
105,Rio Grande,65,3.22,108105
105,Rio Grande,66,9.69,108105
105,Rio Grande,67,1.35,108105
105,Rio Grande,68,30.98,108105
105,Rio Grande,69,34.03,108105
105,Rio Grande,70,36.16,108105
105,Rio Grande,71,4.02,108105
105,Rio Grande,72,1.01,108105
105,Rio Grande,73,4.99,108105
105,Rio Grande,74,-11.98,108105
105,Rio Grande,75,4.61,108105
105,Rio Grande,76,4.58,108105
105,Rio Grande,77,-6.35,108105
105,Rio Grande,78,-8.69,108105
105,Rio Grande,79,-22.04,108105
105,Rio Grande,80,10.45,108105
105,Rio Grande,81,20.41,108105
105,Rio Grande,82,-3.24,108105
105,Rio Grande,83,-2.98,108105
105,Rio Grande,84,6.24,108105
105,Rio Grande,85,9.03,108105
105,Rio Grande,86,7.08,108105
105,Rio Grande,87,10.23,108105
105,Rio Grande,88,0.15,108105
105,Rio Grande,89,23.07,108105
105,Rio Grande,90,47.02,108105
107,Routt,0,-2.24,108107
107,Routt,1,2.56,108107
107,Routt,2,-3.2,108107
107,Routt,3,24.53,108107
107,Routt,4,19.02,108107
107,Routt,5,31.76,108107
107,Routt,6,53.01,108107
107,Routt,7,38.51,108107
107,Routt,8,74,108107
107,Routt,9,82,108107
107,Routt,10,45.63,108107
107,Routt,11,51.31,108107
107,Routt,12,51.89,108107
107,Routt,13,82,108107
107,Routt,14,79.66,108107
107,Routt,15,74.78,108107
107,Routt,16,53.84,108107
107,Routt,17,35.55,108107
107,Routt,18,19.93,108107
107,Routt,19,0.92,108107
107,Routt,20,-39.36,108107
107,Routt,21,-35.43,108107
107,Routt,22,-24.04,108107
107,Routt,23,33.54,108107
107,Routt,24,117.74,108107
107,Routt,25,103.69,108107
107,Routt,26,108.74,108107
107,Routt,27,83.51,108107
107,Routt,28,140.41,108107
107,Routt,29,122.98,108107
107,Routt,30,138.45,108107
107,Routt,31,129.79,108107
107,Routt,32,61.65,108107
107,Routt,33,-24.78,108107
107,Routt,34,5.32,108107
107,Routt,35,-13.43,108107
107,Routt,36,-20.2,108107
107,Routt,37,20.28,108107
107,Routt,38,47.51,108107
107,Routt,39,53.38,108107
107,Routt,40,-0.37,108107
107,Routt,41,52.83,108107
107,Routt,42,49.67,108107
107,Routt,43,59.08,108107
107,Routt,44,21.31,108107
107,Routt,45,47.27,108107
107,Routt,46,84.11,108107
107,Routt,47,63.7,108107
107,Routt,48,13.45,108107
