countyfips,countyname,age,netMigration,geonum
107,Routt,49,30.7,108107
107,Routt,50,78.85,108107
107,Routt,51,67.68,108107
107,Routt,52,17.13,108107
107,Routt,53,34.55,108107
107,Routt,54,9.84,108107
107,Routt,55,6.42,108107
107,Routt,56,15.95,108107
107,Routt,57,-5.92,108107
107,Routt,58,-13.7,108107
107,Routt,59,7.07,108107
107,Routt,60,8.25,108107
107,Routt,61,31.37,108107
107,Routt,62,-8.7,108107
107,Routt,63,-13.77,108107
107,Routt,64,45.39,108107
107,Routt,65,23.83,108107
107,Routt,66,57.78,108107
107,Routt,67,13.08,108107
107,Routt,68,10.85,108107
107,Routt,69,32.64,108107
107,Routt,70,17.37,108107
107,Routt,71,8.64,108107
107,Routt,72,11.77,108107
107,Routt,73,-1.2,108107
107,Routt,74,-10.15,108107
107,Routt,75,16.43,108107
107,Routt,76,10.83,108107
107,Routt,77,14.7,108107
107,Routt,78,3.54,108107
107,Routt,79,12.94,108107
107,Routt,80,6.94,108107
107,Routt,81,0.27,108107
107,Routt,82,8.85,108107
107,Routt,83,17.35,108107
107,Routt,84,14.52,108107
107,Routt,85,5.4,108107
107,Routt,86,3.79,108107
107,Routt,87,7.38,108107
107,Routt,88,3.22,108107
107,Routt,89,17.79,108107
107,Routt,90,158.81,108107
109,Saguache,0,5.74,108109
109,Saguache,1,8.69,108109
109,Saguache,2,29.44,108109
109,Saguache,3,18.19,108109
109,Saguache,4,-12.79,108109
109,Saguache,5,5.2,108109
109,Saguache,6,-10.04,108109
109,Saguache,7,-2.54,108109
109,Saguache,8,-6.04,108109
109,Saguache,9,7.7,108109
109,Saguache,10,-2.11,108109
109,Saguache,11,-3.85,108109
109,Saguache,12,-14.92,108109
109,Saguache,13,-12.41,108109
109,Saguache,14,-11.16,108109
109,Saguache,15,-10.34,108109
109,Saguache,16,-9.19,108109
109,Saguache,17,-14.84,108109
109,Saguache,18,-5.69,108109
109,Saguache,19,-15.64,108109
109,Saguache,20,-32.14,108109
109,Saguache,21,-19.19,108109
109,Saguache,22,-41.09,108109
109,Saguache,23,-35.66,108109
109,Saguache,24,-29.96,108109
109,Saguache,25,-25.96,108109
109,Saguache,26,-34.38,108109
109,Saguache,27,-45.8,108109
109,Saguache,28,-46.3,108109
109,Saguache,29,-16.09,108109
109,Saguache,30,5.32,108109
109,Saguache,31,-3.32,108109
109,Saguache,32,11.26,108109
109,Saguache,33,16.31,108109
109,Saguache,34,18.76,108109
109,Saguache,35,9.13,108109
109,Saguache,36,10.73,108109
109,Saguache,37,7.12,108109
109,Saguache,38,23.88,108109
109,Saguache,39,10.32,108109
109,Saguache,40,3.83,108109
109,Saguache,41,4.05,108109
109,Saguache,42,6.37,108109
109,Saguache,43,30.4,108109
109,Saguache,44,19.26,108109
109,Saguache,45,6.06,108109
109,Saguache,46,13.18,108109
109,Saguache,47,6.37,108109
109,Saguache,48,18.87,108109
109,Saguache,49,18.31,108109
109,Saguache,50,13.57,108109
109,Saguache,51,26.88,108109
109,Saguache,52,30.42,108109
109,Saguache,53,19.88,108109
109,Saguache,54,10.71,108109
109,Saguache,55,4.66,108109
109,Saguache,56,38.37,108109
109,Saguache,57,22.75,108109
109,Saguache,58,48.23,108109
109,Saguache,59,25.66,108109
109,Saguache,60,29.22,108109
109,Saguache,61,35.53,108109
109,Saguache,62,31.29,108109
109,Saguache,63,43,108109
109,Saguache,64,30.2,108109
109,Saguache,65,17.15,108109
109,Saguache,66,24.87,108109
109,Saguache,67,14.39,108109
109,Saguache,68,33.09,108109
109,Saguache,69,19.86,108109
109,Saguache,70,31.48,108109
109,Saguache,71,22.14,108109
109,Saguache,72,25.32,108109
109,Saguache,73,14.85,108109
109,Saguache,74,9.38,108109
109,Saguache,75,18.94,108109
109,Saguache,76,9.49,108109
109,Saguache,77,10.44,108109
109,Saguache,78,8.77,108109
109,Saguache,79,6.95,108109
109,Saguache,80,11.16,108109
109,Saguache,81,11.02,108109
109,Saguache,82,14.46,108109
109,Saguache,83,-6.99,108109
109,Saguache,84,12.86,108109
109,Saguache,85,1.22,108109
109,Saguache,86,-5.17,108109
109,Saguache,87,7.53,108109
109,Saguache,88,9.99,108109
109,Saguache,89,13.39,108109
109,Saguache,90,75.83,108109
111,San Juan,0,4.5,108111
111,San Juan,1,3.33,108111
111,San Juan,2,2.32,108111
111,San Juan,3,0.32,108111
111,San Juan,4,-2.67,108111
111,San Juan,5,0.82,108111
111,San Juan,6,4.06,108111
111,San Juan,7,-0.18,108111
111,San Juan,8,2.06,108111
111,San Juan,9,0.81,108111
111,San Juan,10,-2.79,108111
111,San Juan,11,4.52,108111
111,San Juan,12,7.3,108111
111,San Juan,13,0.55,108111
111,San Juan,14,4.14,108111
111,San Juan,15,2.32,108111
111,San Juan,16,-0.9,108111
111,San Juan,17,3.68,108111
111,San Juan,18,-0.31,108111
111,San Juan,19,-1.76,108111
111,San Juan,20,-0.18,108111
111,San Juan,21,-2.22,108111
111,San Juan,22,1.96,108111
111,San Juan,23,0.48,108111
111,San Juan,24,0.08,108111
111,San Juan,25,0.74,108111
111,San Juan,26,9.56,108111
111,San Juan,27,-4.36,108111
111,San Juan,28,4.59,108111
111,San Juan,29,11.9,108111
111,San Juan,30,4.36,108111
111,San Juan,31,9.17,108111
111,San Juan,32,6.05,108111
111,San Juan,33,6.82,108111
111,San Juan,34,4.56,108111
111,San Juan,35,3.33,108111
111,San Juan,36,11.27,108111
111,San Juan,37,4.83,108111
111,San Juan,38,6.25,108111
111,San Juan,39,4.77,108111
111,San Juan,40,6.17,108111
111,San Juan,41,2.71,108111
111,San Juan,42,5.06,108111
111,San Juan,43,4.22,108111
111,San Juan,44,-3.3,108111
111,San Juan,45,6.45,108111
111,San Juan,46,4.82,108111
111,San Juan,47,6.25,108111
111,San Juan,48,9.12,108111
111,San Juan,49,6.02,108111
111,San Juan,50,4.72,108111
111,San Juan,51,0.01,108111
111,San Juan,52,5.16,108111
111,San Juan,53,-3.89,108111
111,San Juan,54,11.15,108111
111,San Juan,55,0.89,108111
111,San Juan,56,9.96,108111
111,San Juan,57,1.38,108111
111,San Juan,58,6.99,108111
111,San Juan,59,1.05,108111
111,San Juan,60,1.05,108111
111,San Juan,61,-2.85,108111
111,San Juan,62,-1.55,108111
111,San Juan,63,5.29,108111
111,San Juan,64,6.93,108111
111,San Juan,65,2.32,108111
111,San Juan,66,9.66,108111
111,San Juan,67,5.06,108111
111,San Juan,68,8.94,108111
111,San Juan,69,8.03,108111
111,San Juan,70,3.47,108111
111,San Juan,71,0.38,108111
111,San Juan,72,4.53,108111
111,San Juan,73,6.76,108111
111,San Juan,74,6.98,108111
111,San Juan,75,6.54,108111
111,San Juan,76,7.22,108111
111,San Juan,77,5.42,108111
111,San Juan,78,3.95,108111
111,San Juan,79,1.57,108111
111,San Juan,80,3.5,108111
111,San Juan,81,2.05,108111
111,San Juan,82,6.51,108111
111,San Juan,83,3.24,108111
111,San Juan,84,4.25,108111
111,San Juan,85,3.43,108111
111,San Juan,86,3.22,108111
111,San Juan,87,2.27,108111
111,San Juan,88,4.78,108111
111,San Juan,89,7.25,108111
111,San Juan,90,27.47,108111
113,San Miguel,0,4.74,108113
113,San Miguel,1,19.74,108113
113,San Miguel,2,-17.51,108113
113,San Miguel,3,11.22,108113
113,San Miguel,4,-18.02,108113
113,San Miguel,5,7.96,108113
113,San Miguel,6,11.21,108113
113,San Miguel,7,7.7,108113
113,San Miguel,8,4.7,108113
113,San Miguel,9,18.2,108113
113,San Miguel,10,10.17,108113
113,San Miguel,11,18.12,108113
113,San Miguel,12,17.57,108113
113,San Miguel,13,23.31,108113
113,San Miguel,14,21.88,108113
113,San Miguel,15,13.22,108113
113,San Miguel,16,-7.31,108113
113,San Miguel,17,-3.58,108113
113,San Miguel,18,-7.23,108113
113,San Miguel,19,-43.34,108113
113,San Miguel,20,-17.48,108113
113,San Miguel,21,-19.09,108113
113,San Miguel,22,12.09,108113
113,San Miguel,23,26.96,108113
113,San Miguel,24,56.24,108113
113,San Miguel,25,70.75,108113
113,San Miguel,26,65.83,108113
113,San Miguel,27,72,108113
113,San Miguel,28,75.61,108113
113,San Miguel,29,87.5,108113
113,San Miguel,30,87.63,108113
113,San Miguel,31,49.24,108113
113,San Miguel,32,23.9,108113
113,San Miguel,33,-46.82,108113
113,San Miguel,34,-8.81,108113
113,San Miguel,35,-61.08,108113
113,San Miguel,36,-43.43,108113
113,San Miguel,37,-20.08,108113
113,San Miguel,38,-28.79,108113
113,San Miguel,39,-46.72,108113
113,San Miguel,40,-30.23,108113
113,San Miguel,41,-22.55,108113
113,San Miguel,42,6.37,108113
113,San Miguel,43,15.13,108113
113,San Miguel,44,42.26,108113
113,San Miguel,45,-0.21,108113
113,San Miguel,46,-2.33,108113
113,San Miguel,47,20.19,108113
113,San Miguel,48,17.69,108113
113,San Miguel,49,12.69,108113
113,San Miguel,50,18.14,108113
113,San Miguel,51,40.15,108113
113,San Miguel,52,0.87,108113
113,San Miguel,53,19.94,108113
113,San Miguel,54,20.9,108113
113,San Miguel,55,7.75,108113
113,San Miguel,56,5.67,108113
113,San Miguel,57,16.31,108113
113,San Miguel,58,15.16,108113
113,San Miguel,59,42.81,108113
113,San Miguel,60,7.5,108113
113,San Miguel,61,-8.81,108113
113,San Miguel,62,-1.15,108113
113,San Miguel,63,-3.32,108113
113,San Miguel,64,17.72,108113
113,San Miguel,65,2.86,108113
113,San Miguel,66,8.16,108113
113,San Miguel,67,9.32,108113
113,San Miguel,68,9.75,108113
113,San Miguel,69,-1.35,108113
113,San Miguel,70,5.83,108113
113,San Miguel,71,-1.25,108113
113,San Miguel,72,1.12,108113
113,San Miguel,73,4.04,108113
113,San Miguel,74,6.16,108113
113,San Miguel,75,2.31,108113
113,San Miguel,76,7.11,108113
113,San Miguel,77,15.02,108113
113,San Miguel,78,10.39,108113
113,San Miguel,79,13,108113
113,San Miguel,80,17.8,108113
113,San Miguel,81,11.41,108113
113,San Miguel,82,14.25,108113
113,San Miguel,83,14.64,108113
113,San Miguel,84,11.91,108113
113,San Miguel,85,11.21,108113
113,San Miguel,86,8.88,108113
113,San Miguel,87,7.34,108113
113,San Miguel,88,5.91,108113
113,San Miguel,89,10.98,108113
113,San Miguel,90,65.11,108113
115,Sedgwick,0,2.24,108115
115,Sedgwick,1,6.89,108115
115,Sedgwick,2,-1.35,108115
115,Sedgwick,3,12.38,108115
115,Sedgwick,4,5.38,108115
115,Sedgwick,5,-5.12,108115
115,Sedgwick,6,-7.37,108115
115,Sedgwick,7,7.12,108115
115,Sedgwick,8,-1.62,108115
115,Sedgwick,9,-10.87,108115
115,Sedgwick,10,-5.1,108115
115,Sedgwick,11,0.79,108115
115,Sedgwick,12,-2.94,108115
115,Sedgwick,13,-7.82,108115
115,Sedgwick,14,-0.97,108115
115,Sedgwick,15,-0.49,108115
115,Sedgwick,16,-6.4,108115
115,Sedgwick,17,-5.87,108115
115,Sedgwick,18,-8.61,108115
115,Sedgwick,19,-12.08,108115
115,Sedgwick,20,-10.49,108115
115,Sedgwick,21,-15.46,108115
115,Sedgwick,22,-17.98,108115
115,Sedgwick,23,-7.02,108115
115,Sedgwick,24,-2.92,108115
115,Sedgwick,25,-12.53,108115
115,Sedgwick,26,-16.16,108115
115,Sedgwick,27,-5.3,108115
115,Sedgwick,28,-9.36,108115
115,Sedgwick,29,4.7,108115
115,Sedgwick,30,7.14,108115
115,Sedgwick,31,0.23,108115
115,Sedgwick,32,8.05,108115
115,Sedgwick,33,-2.52,108115
115,Sedgwick,34,-1.17,108115
115,Sedgwick,35,5.21,108115
115,Sedgwick,36,4.03,108115
115,Sedgwick,37,-0.83,108115
115,Sedgwick,38,-3.27,108115
115,Sedgwick,39,-4.39,108115
115,Sedgwick,40,-0.29,108115
115,Sedgwick,41,-5.5,108115
115,Sedgwick,42,6.05,108115
115,Sedgwick,43,-5.6,108115
115,Sedgwick,44,-2.44,108115
115,Sedgwick,45,7.43,108115
115,Sedgwick,46,5.94,108115
115,Sedgwick,47,3.83,108115
115,Sedgwick,48,13,108115
115,Sedgwick,49,8.56,108115
115,Sedgwick,50,3.42,108115
115,Sedgwick,51,12.35,108115
115,Sedgwick,52,9,108115
115,Sedgwick,53,15.89,108115
115,Sedgwick,54,15.7,108115
115,Sedgwick,55,11.32,108115
115,Sedgwick,56,25.98,108115
115,Sedgwick,57,10.69,108115
115,Sedgwick,58,8.44,108115
115,Sedgwick,59,10.08,108115
115,Sedgwick,60,27.95,108115
115,Sedgwick,61,18.27,108115
115,Sedgwick,62,11.06,108115
115,Sedgwick,63,13.66,108115
115,Sedgwick,64,20.24,108115
115,Sedgwick,65,10.56,108115
115,Sedgwick,66,16.32,108115
115,Sedgwick,67,8.54,108115
115,Sedgwick,68,17.39,108115
115,Sedgwick,69,17.57,108115
115,Sedgwick,70,14.48,108115
115,Sedgwick,71,15.45,108115
115,Sedgwick,72,18.07,108115
115,Sedgwick,73,10.22,108115
115,Sedgwick,74,13.09,108115
115,Sedgwick,75,12.28,108115
115,Sedgwick,76,9.05,108115
115,Sedgwick,77,13.78,108115
115,Sedgwick,78,4.12,108115
115,Sedgwick,79,17.96,108115
115,Sedgwick,80,16.92,108115
115,Sedgwick,81,12.35,108115
115,Sedgwick,82,18.26,108115
115,Sedgwick,83,17.3,108115
115,Sedgwick,84,14.84,108115
115,Sedgwick,85,10.26,108115
115,Sedgwick,86,14.8,108115
115,Sedgwick,87,13.59,108115
115,Sedgwick,88,12.46,108115
115,Sedgwick,89,9.39,108115
115,Sedgwick,90,76.63,108115
117,Summit,0,-10,108117
117,Summit,1,-52.05,108117
117,Summit,2,-18.67,108117
117,Summit,3,-33.78,108117
117,Summit,4,-63.12,108117
117,Summit,5,-39.94,108117
117,Summit,6,-72.73,108117
117,Summit,7,-60.01,108117
117,Summit,8,-70.79,108117
117,Summit,9,-58.56,108117
117,Summit,10,-32.79,108117
117,Summit,11,-49.14,108117
117,Summit,12,9.81,108117
117,Summit,13,17.83,108117
117,Summit,14,-59.23,108117
117,Summit,15,-54.2,108117
117,Summit,16,38.07,108117
117,Summit,17,42.55,108117
117,Summit,18,-5.84,108117
117,Summit,19,14.4,108117
117,Summit,20,57.95,108117
117,Summit,21,97.2,108117
117,Summit,22,135.65,108117
117,Summit,23,374.36,108117
117,Summit,24,503.18,108117
117,Summit,25,456.06,108117
117,Summit,26,398.24,108117
117,Summit,27,405.49,108117
117,Summit,28,313.77,108117
117,Summit,29,234.18,108117
117,Summit,30,86.8,108117
117,Summit,31,20.73,108117
117,Summit,32,-115.79,108117
117,Summit,33,-386.15,108117
117,Summit,34,-343.94,108117
117,Summit,35,-357.68,108117
117,Summit,36,-246.32,108117
117,Summit,37,-262.09,108117
117,Summit,38,-227.66,108117
117,Summit,39,-190.94,108117
117,Summit,40,-216.71,108117
117,Summit,41,-118.49,108117
117,Summit,42,-126.06,108117
117,Summit,43,-52.87,108117
117,Summit,44,9.65,108117
117,Summit,45,-97.2,108117
117,Summit,46,-51.96,108117
117,Summit,47,15.57,108117
117,Summit,48,-38.62,108117
117,Summit,49,-1.04,108117
117,Summit,50,9.85,108117
117,Summit,51,28.46,108117
117,Summit,52,-46.87,108117
117,Summit,53,-1.63,108117
117,Summit,54,7.14,108117
117,Summit,55,-38.69,108117
117,Summit,56,34.36,108117
117,Summit,57,50.31,108117
117,Summit,58,80.49,108117
117,Summit,59,63,108117
117,Summit,60,-5.45,108117
117,Summit,61,61.36,108117
117,Summit,62,47.35,108117
117,Summit,63,62.96,108117
117,Summit,64,76.99,108117
117,Summit,65,58.39,108117
117,Summit,66,62.6,108117
117,Summit,67,84.84,108117
117,Summit,68,51.96,108117
117,Summit,69,46.03,108117
117,Summit,70,16.3,108117
117,Summit,71,61.62,108117
117,Summit,72,33.5,108117
117,Summit,73,1.82,108117
117,Summit,74,-11.43,108117
117,Summit,75,-17.44,108117
117,Summit,76,11.01,108117
117,Summit,77,-10.64,108117
117,Summit,78,-2.75,108117
117,Summit,79,-8.65,108117
117,Summit,80,-14.52,108117
117,Summit,81,2.73,108117
117,Summit,82,7.15,108117
117,Summit,83,3.77,108117
117,Summit,84,10.94,108117
117,Summit,85,12.6,108117
117,Summit,86,13.16,108117
117,Summit,87,13.36,108117
117,Summit,88,7.68,108117
117,Summit,89,15.21,108117
117,Summit,90,88,108117
119,Teller,0,-4.5,108119
119,Teller,1,22.59,108119
119,Teller,2,15.58,108119
119,Teller,3,-0.92,108119
119,Teller,4,44.06,108119
119,Teller,5,38.3,108119
119,Teller,6,22.29,108119
119,Teller,7,17.04,108119
119,Teller,8,19.79,108119
119,Teller,9,55.03,108119
119,Teller,10,81.06,108119
119,Teller,11,53.14,108119
119,Teller,12,23.9,108119
119,Teller,13,73.19,108119
119,Teller,14,59.13,108119
119,Teller,15,47.7,108119
119,Teller,16,99.9,108119
119,Teller,17,53.09,108119
119,Teller,18,-17.22,108119
119,Teller,19,-94.25,108119
119,Teller,20,-151.4,108119
119,Teller,21,-138.06,108119
119,Teller,22,-188.76,108119
119,Teller,23,-154.01,108119
119,Teller,24,-178.79,108119
119,Teller,25,-187.9,108119
119,Teller,26,-133.09,108119
119,Teller,27,-169.45,108119
119,Teller,28,-85.19,108119
119,Teller,29,-8.33,108119
119,Teller,30,45.82,108119
119,Teller,31,106.42,108119
119,Teller,32,70.92,108119
119,Teller,33,67.87,108119
119,Teller,34,70.87,108119
119,Teller,35,71.05,108119
119,Teller,36,87.46,108119
119,Teller,37,76.54,108119
119,Teller,38,125.53,108119
119,Teller,39,112.65,108119
119,Teller,40,102.5,108119
119,Teller,41,119.37,108119
119,Teller,42,77.47,108119
119,Teller,43,89.17,108119
119,Teller,44,94.17,108119
119,Teller,45,59.69,108119
119,Teller,46,37.8,108119
119,Teller,47,77.03,108119
119,Teller,48,52.37,108119
119,Teller,49,76.58,108119
119,Teller,50,-0.63,108119
119,Teller,51,76.08,108119
119,Teller,52,54.78,108119
119,Teller,53,64.31,108119
119,Teller,54,57.87,108119
119,Teller,55,88.88,108119
119,Teller,56,95.51,108119
119,Teller,57,80.06,108119
119,Teller,58,63.31,108119
119,Teller,59,85.69,108119
119,Teller,60,43.21,108119
119,Teller,61,88.2,108119
119,Teller,62,104.72,108119
119,Teller,63,109.63,108119
119,Teller,64,125.87,108119
119,Teller,65,52.99,108119
119,Teller,66,62.67,108119
119,Teller,67,66.05,108119
119,Teller,68,76.94,108119
119,Teller,69,44.26,108119
119,Teller,70,29.42,108119
119,Teller,71,15.82,108119
119,Teller,72,19.02,108119
119,Teller,73,-20.94,108119
119,Teller,74,-16.54,108119
119,Teller,75,5.67,108119
119,Teller,76,3.5,108119
119,Teller,77,-21.61,108119
119,Teller,78,-6.97,108119
119,Teller,79,-29.1,108119
119,Teller,80,18.12,108119
119,Teller,81,-14.85,108119
119,Teller,82,-2.59,108119
119,Teller,83,-8.71,108119
119,Teller,84,2.76,108119
119,Teller,85,-6.93,108119
119,Teller,86,8.28,108119
119,Teller,87,5.22,108119
119,Teller,88,10.59,108119
119,Teller,89,5.37,108119
119,Teller,90,104.66,108119
121,Washington,0,1.99,108121
121,Washington,1,13.76,108121
121,Washington,2,8.5,108121
121,Washington,3,13.99,108121
121,Washington,4,9.48,108121
121,Washington,5,6.22,108121
121,Washington,6,24.97,108121
121,Washington,7,1.96,108121
121,Washington,8,7.96,108121
121,Washington,9,18.96,108121
121,Washington,10,15.31,108121
121,Washington,11,3.14,108121
121,Washington,12,21.67,108121
121,Washington,13,-6.81,108121
121,Washington,14,2.08,108121
121,Washington,15,4.49,108121
121,Washington,16,12.45,108121
121,Washington,17,21.9,108121
121,Washington,18,5.17,108121
121,Washington,19,-12.33,108121
121,Washington,20,-33.52,108121
121,Washington,21,-18.33,108121
121,Washington,22,-22.73,108121
121,Washington,23,-29.73,108121
121,Washington,24,-38.41,108121
121,Washington,25,-29.46,108121
121,Washington,26,-37.43,108121
121,Washington,27,-39.84,108121
121,Washington,28,-20.7,108121
121,Washington,29,26.41,108121
121,Washington,30,32.06,108121
121,Washington,31,21.96,108121
121,Washington,32,10.63,108121
121,Washington,33,3.35,108121
121,Washington,34,3.42,108121
121,Washington,35,14.29,108121
121,Washington,36,8.54,108121
121,Washington,37,2.02,108121
121,Washington,38,1.76,108121
121,Washington,39,4.59,108121
121,Washington,40,11.9,108121
121,Washington,41,14.46,108121
121,Washington,42,9.91,108121
121,Washington,43,19.65,108121
121,Washington,44,15.72,108121
121,Washington,45,10.21,108121
121,Washington,46,9.64,108121
121,Washington,47,17.95,108121
121,Washington,48,18.44,108121
121,Washington,49,14.83,108121
121,Washington,50,7.52,108121
121,Washington,51,22.27,108121
121,Washington,52,14.43,108121
121,Washington,53,21.2,108121
121,Washington,54,18.57,108121
121,Washington,55,8.98,108121
121,Washington,56,2.51,108121
121,Washington,57,19.88,108121
121,Washington,58,11.13,108121
121,Washington,59,24.53,108121
121,Washington,60,19.44,108121
121,Washington,61,21.86,108121
121,Washington,62,19.61,108121
121,Washington,63,19.18,108121
121,Washington,64,22,108121
121,Washington,65,11.11,108121
121,Washington,66,17.2,108121
121,Washington,67,13.36,108121
121,Washington,68,32.31,108121
121,Washington,69,14.07,108121
121,Washington,70,20.48,108121
121,Washington,71,15.21,108121
121,Washington,72,19.47,108121
121,Washington,73,15.74,108121
121,Washington,74,9.47,108121
121,Washington,75,9.68,108121
121,Washington,76,16.28,108121
121,Washington,77,13.7,108121
121,Washington,78,13.05,108121
121,Washington,79,2.12,108121
121,Washington,80,3.36,108121
121,Washington,81,22.93,108121
121,Washington,82,12.74,108121
121,Washington,83,19.72,108121
121,Washington,84,-6.17,108121
121,Washington,85,17.76,108121
121,Washington,86,8.76,108121
121,Washington,87,-3.89,108121
121,Washington,88,1.34,108121
121,Washington,89,6.35,108121
121,Washington,90,60.99,108121
123,Weld,0,26.75,108123
123,Weld,1,-58.61,108123
123,Weld,2,-6.82,108123
123,Weld,3,22.24,108123
123,Weld,4,194.83,108123
123,Weld,5,468.71,108123
123,Weld,6,366.88,108123
123,Weld,7,494.07,108123
123,Weld,8,550.79,108123
123,Weld,9,854.5,108123
123,Weld,10,1169.6,108123
123,Weld,11,1009.64,108123
123,Weld,12,908.45,108123
123,Weld,13,933.9,108123
123,Weld,14,894.73,108123
123,Weld,15,877.28,108123
123,Weld,16,783.73,108123
123,Weld,17,780.35,108123
123,Weld,18,1181.57,108123
123,Weld,19,1571.99,108123
123,Weld,20,1492.57,108123
123,Weld,21,1329.17,108123
123,Weld,22,1006.9,108123
123,Weld,23,711.77,108123
123,Weld,24,493.23,108123
123,Weld,25,675.65,108123
123,Weld,26,595.39,108123
123,Weld,27,582.02,108123
123,Weld,28,2.94,108123
123,Weld,29,-716.66,108123
123,Weld,30,-270.91,108123
123,Weld,31,-25.21,108123
123,Weld,32,317.24,108123
123,Weld,33,668.81,108123
123,Weld,34,942.29,108123
123,Weld,35,939.25,108123
123,Weld,36,831.05,108123
123,Weld,37,932.11,108123
123,Weld,38,1068.72,108123
123,Weld,39,978.06,108123
123,Weld,40,945.5,108123
123,Weld,41,1047.18,108123
123,Weld,42,897.94,108123
123,Weld,43,884.72,108123
123,Weld,44,710.15,108123
123,Weld,45,663.31,108123
123,Weld,46,703.93,108123
123,Weld,47,678.78,108123
123,Weld,48,643.14,108123
123,Weld,49,643.23,108123
123,Weld,50,583.42,108123
123,Weld,51,778.05,108123
123,Weld,52,593.94,108123
123,Weld,53,676.74,108123
123,Weld,54,674.83,108123
123,Weld,55,613.71,108123
123,Weld,56,601.91,108123
123,Weld,57,474.04,108123
123,Weld,58,480.31,108123
123,Weld,59,558.94,108123
123,Weld,60,486.18,108123
123,Weld,61,503.73,108123
123,Weld,62,488.38,108123
123,Weld,63,506.51,108123
123,Weld,64,483.81,108123
123,Weld,65,335.28,108123
123,Weld,66,320.15,108123
123,Weld,67,285.61,108123
123,Weld,68,289.99,108123
123,Weld,69,241.09,108123
123,Weld,70,217.12,108123
123,Weld,71,184.78,108123
123,Weld,72,188.75,108123
123,Weld,73,206.58,108123
123,Weld,74,141.88,108123
123,Weld,75,93.02,108123
123,Weld,76,142.81,108123
123,Weld,77,132.81,108123
123,Weld,78,89.95,108123
123,Weld,79,112.84,108123
123,Weld,80,59.09,108123
123,Weld,81,131.92,108123
123,Weld,82,81.78,108123
123,Weld,83,113.65,108123
123,Weld,84,72.83,108123
123,Weld,85,50.27,108123
123,Weld,86,49.12,108123
123,Weld,87,83.82,108123
123,Weld,88,36.67,108123
123,Weld,89,27.71,108123
123,Weld,90,314.74,108123
125,Yuma,0,-4,108125
125,Yuma,1,-11.76,108125
125,Yuma,2,20.98,108125
125,Yuma,3,19.98,108125
125,Yuma,4,1.73,108125
125,Yuma,5,14.73,108125
125,Yuma,6,17.98,108125
125,Yuma,7,-5.76,108125
125,Yuma,8,12.48,108125
125,Yuma,9,14.98,108125
125,Yuma,10,27.52,108125
125,Yuma,11,0.48,108125
125,Yuma,12,-6.06,108125
125,Yuma,13,7.93,108125
125,Yuma,14,19.26,108125
125,Yuma,15,13.79,108125
125,Yuma,16,17.73,108125
125,Yuma,17,12.9,108125
125,Yuma,18,4.58,108125
125,Yuma,19,-72.88,108125
125,Yuma,20,-52.84,108125
125,Yuma,21,-71.13,108125
125,Yuma,22,-79.71,108125
125,Yuma,23,-57.16,108125
125,Yuma,24,-43.07,108125
125,Yuma,25,-45.72,108125
125,Yuma,26,-59.14,108125
125,Yuma,27,-48.17,108125
125,Yuma,28,-17.82,108125
125,Yuma,29,53.33,108125
125,Yuma,30,43.13,108125
125,Yuma,31,45.87,108125
125,Yuma,32,52.12,108125
125,Yuma,33,19.13,108125
125,Yuma,34,21.74,108125
125,Yuma,35,8.95,108125
125,Yuma,36,29.43,108125
125,Yuma,37,28.98,108125
125,Yuma,38,10.14,108125
125,Yuma,39,27.53,108125
125,Yuma,40,31.9,108125
125,Yuma,41,9.76,108125
125,Yuma,42,21.63,108125
125,Yuma,43,22.5,108125
125,Yuma,44,12.69,108125
125,Yuma,45,1.31,108125
125,Yuma,46,11.12,108125
125,Yuma,47,8.38,108125
125,Yuma,48,11.57,108125
125,Yuma,49,3.42,108125
125,Yuma,50,13.16,108125
125,Yuma,51,11.74,108125
125,Yuma,52,8.96,108125
125,Yuma,53,16.7,108125
125,Yuma,54,9.67,108125
125,Yuma,55,7.51,108125
125,Yuma,56,-0.17,108125
125,Yuma,57,12.89,108125
125,Yuma,58,8.36,108125
125,Yuma,59,27.22,108125
125,Yuma,60,32.36,108125
125,Yuma,61,14.76,108125
125,Yuma,62,15.84,108125
125,Yuma,63,13.47,108125
125,Yuma,64,33.36,108125
125,Yuma,65,10.96,108125
125,Yuma,66,9.91,108125
125,Yuma,67,14.25,108125
125,Yuma,68,18.97,108125
125,Yuma,69,23.17,108125
125,Yuma,70,22.46,108125
125,Yuma,71,8.36,108125
125,Yuma,72,19.41,108125
125,Yuma,73,20.73,108125
125,Yuma,74,8.89,108125
125,Yuma,75,2.54,108125
125,Yuma,76,5.74,108125
125,Yuma,77,5.14,108125
125,Yuma,78,7.35,108125
125,Yuma,79,7.58,108125
125,Yuma,80,-3.96,108125
125,Yuma,81,21.57,108125
125,Yuma,82,10.05,108125
125,Yuma,83,-3.56,108125
125,Yuma,84,10.84,108125
125,Yuma,85,6.05,108125
125,Yuma,86,21.62,108125
125,Yuma,87,5.26,108125
125,Yuma,88,4.2,108125
125,Yuma,89,-3.19,108125
125,Yuma,90,91.06,108125
